"Time (s) 0pi lagt til venstre","Angle, Ch P2 (rad) 0pi lagt til venstre","Angular Velocity, Ch P2 (rad/s) 0pi lagt til venstre"
1884.340,-1.222,4.411
1884.360,-1.136,4.320
1884.380,-1.049,4.241
1884.400,-0.966,4.163
1884.420,-0.883,4.084
1884.440,-0.803,4.032
1884.460,-0.723,3.992
1884.480,-0.642,3.953
1884.500,-0.564,3.888
1884.520,-0.487,3.835
1884.540,-0.412,3.835
1884.560,-0.335,3.862
1884.580,-0.256,3.888
1884.600,-0.179,3.875
1884.620,-0.101,3.835
1884.640,-0.025,3.783
1884.660,0.050,3.718
1884.680,0.124,3.652
1884.700,0.196,3.547
1884.720,0.267,3.403
1884.740,0.333,3.233
1884.760,0.396,3.037
1884.780,0.456,2.814
1884.800,0.509,2.553
1884.820,0.558,2.251
1884.840,0.600,1.924
1884.860,0.635,1.571
1884.880,0.663,1.204
1884.900,0.683,0.812
1884.920,0.696,0.393
1884.940,0.699,-0.026
1884.960,0.694,-0.432
1884.980,0.682,-0.825
1885.000,0.661,-1.217
1885.020,0.633,-1.610
1885.040,0.597,-1.990
1885.060,0.553,-2.343
1885.080,0.503,-2.657
1885.100,0.446,-2.945
1885.120,0.385,-3.220
1885.140,0.317,-3.469
1885.160,0.245,-3.691
1885.180,0.170,-3.862
1885.200,0.090,-3.966
1885.220,0.009,-4.032
1885.240,-0.071,-4.084
1885.260,-0.154,-4.163
1885.280,-0.237,-4.228
1885.300,-0.324,-4.254
1885.320,-0.408,-4.254
1885.340,-0.493,-4.241
1885.360,-0.578,-4.228
1885.380,-0.663,-4.189
1885.400,-0.746,-4.136
1885.420,-0.828,-4.084
1885.440,-0.909,-4.032
1885.460,-0.990,-3.953
1885.480,-1.068,-3.835
1885.500,-1.144,-3.704
1885.520,-1.216,-3.574
1885.540,-1.286,-3.416
1885.560,-1.354,-3.233
1885.580,-1.415,-3.037
1885.600,-1.475,-2.827
1885.620,-1.530,-2.592
1885.640,-1.579,-2.356
1885.660,-1.623,-2.134
1885.680,-1.665,-1.859
1885.700,-1.700,-1.545
1885.720,-1.725,-1.270
1885.740,-1.748,-0.982
1885.760,-1.769,-0.537
1885.780,-1.773,0.013
1885.800,-1.764,0.419
1885.820,-1.751,0.772
1885.840,-1.740,1.178
1885.860,-1.704,1.597
1885.880,-1.670,1.937
1885.900,-1.630,2.251
1885.920,-1.582,2.697
1885.940,-1.522,3.194
1885.960,-1.455,3.704
1885.980,-1.374,4.189
1886.000,-1.285,4.516
1886.020,-1.189,4.830
1886.040,-1.098,5.249
1886.060,-0.982,5.812
1886.080,-0.862,6.506
1886.100,-0.727,7.173
1886.120,-0.572,7.802
1886.140,-0.412,8.247
1886.160,-0.242,8.535
1886.180,-0.068,8.705
1886.200,0.108,8.639
1886.220,0.283,8.391
1886.240,0.445,7.985
1886.260,0.603,7.422
1886.280,0.746,6.663
1886.300,0.872,5.681
1886.320,0.975,4.568
1886.340,1.056,3.325
1886.360,1.111,1.963
1886.380,1.136,0.524
1886.400,1.131,-0.929
1886.420,1.098,-2.343
1886.440,1.037,-3.731
1886.460,0.949,-5.066
1886.480,0.833,-6.296
1886.500,0.694,-7.383
1886.520,0.536,-8.312
1886.540,0.360,-9.098
1886.560,0.170,-9.673
1886.580,-0.031,-10.040
1886.600,-0.234,-10.223
1886.620,-0.441,-10.276
1886.640,-0.647,-10.210
1886.660,-0.851,-10.014
1886.680,-1.049,-9.739
1886.700,-1.241,-9.412
1886.720,-1.426,-9.058
1886.740,-1.604,-8.718
1886.760,-1.773,-8.391
1886.780,-1.940,-7.906
1886.800,-2.097,-6.990
1886.820,-2.229,-6.336
1886.840,-2.323,-6.506
1886.860,-2.474,-7.265
1886.880,-2.633,-7.893
1886.900,-2.791,-8.024
1886.920,-2.953,-8.129
1886.940,-3.116,-8.247
1886.960,-3.283,-8.351
1886.980,-3.451,-8.430
1887.000,-3.621,-8.469
1887.020,-3.790,-8.469
1887.040,-3.960,-8.417
1887.060,-4.128,-8.299
1887.080,-4.293,-8.090
1887.100,-4.453,-7.775
1887.120,-4.606,-7.343
1887.140,-4.749,-6.781
1887.160,-4.879,-6.087
1887.180,-4.994,-5.275
1887.200,-5.091,-4.385
1887.220,-5.169,-3.443
1887.240,-5.229,-2.474
1887.260,-5.268,-1.492
1887.280,-5.289,-0.511
1887.300,-5.289,0.445
1887.320,-5.270,1.335
1887.340,-5.234,2.121
1887.360,-5.184,2.801
1887.380,-5.121,3.377
1887.400,-5.047,3.848
1887.420,-4.965,4.202
1887.440,-4.877,4.424
1887.460,-4.786,4.503
1887.480,-4.695,4.451
1887.500,-4.607,4.294
1887.520,-4.522,4.032
1887.540,-4.444,3.678
1887.560,-4.375,3.246
1887.580,-4.313,2.762
1887.600,-4.263,2.225
1887.620,-4.224,1.662
1887.640,-4.197,1.100
1887.660,-4.180,0.550
1887.680,-4.175,0.026
1887.700,-4.180,-0.471
1887.720,-4.194,-0.916
1887.740,-4.218,-1.309
1887.760,-4.247,-1.623
1887.780,-4.284,-1.872
1887.800,-4.323,-2.068
1887.820,-4.367,-2.186
1887.840,-4.412,-2.225
1887.860,-4.456,-2.173
1887.880,-4.500,-2.055
1887.900,-4.540,-1.872
1887.920,-4.576,-1.610
1887.940,-4.606,-1.296
1887.960,-4.628,-0.929
1887.980,-4.643,-0.524
1888.000,-4.650,-0.092
1888.020,-4.646,0.353
1888.040,-4.635,0.798
1888.060,-4.615,1.230
1888.080,-4.585,1.649
1888.100,-4.549,2.042
1888.120,-4.503,2.395
1888.140,-4.452,2.697
1888.160,-4.395,2.945
1888.180,-4.334,3.155
1888.200,-4.268,3.299
1888.220,-4.200,3.364
1888.240,-4.133,3.364
1888.260,-4.065,3.299
1888.280,-3.999,3.168
1888.300,-3.938,2.971
1888.320,-3.880,2.723
1888.340,-3.828,2.422
1888.360,-3.782,2.055
1888.380,-3.745,1.636
1888.400,-3.717,1.165
1888.420,-3.698,0.654
1888.440,-3.690,0.131
1888.460,-3.693,-0.419
1888.480,-3.706,-0.995
1888.500,-3.732,-1.610
1888.520,-3.770,-2.238
1888.540,-3.822,-2.867
1888.560,-3.885,-3.508
1888.580,-3.962,-4.136
1888.600,-4.051,-4.739
1888.620,-4.152,-5.288
1888.640,-4.263,-5.786
1888.660,-4.384,-6.205
1888.680,-4.513,-6.519
1888.700,-4.646,-6.702
1888.720,-4.783,-6.741
1888.740,-4.918,-6.624
1888.760,-5.050,-6.336
1888.780,-5.174,-5.877
1888.800,-5.287,-5.262
1888.820,-5.386,-4.516
1888.840,-5.470,-3.652
1888.860,-5.534,-2.670
1888.880,-5.578,-1.597
1888.900,-5.598,-0.471
1888.920,-5.597,0.681
1888.940,-5.572,1.846
1888.960,-5.523,2.998
1888.980,-5.451,4.110
1889.000,-5.358,5.157
1889.020,-5.243,6.126
1889.040,-5.111,6.990
1889.060,-4.962,7.710
1889.080,-4.800,8.286
1889.100,-4.629,8.718
1889.120,-4.450,9.019
1889.140,-4.266,9.176
1889.160,-4.081,9.202
1889.180,-3.897,9.137
1889.200,-3.715,9.006
1889.220,-3.536,8.796
1889.240,-3.362,8.508
1889.260,-3.195,8.181
1889.280,-3.035,7.880
1889.300,-2.881,7.631
1889.320,-2.730,7.435
1889.340,-2.584,7.304
1889.360,-2.439,7.199
1889.380,-2.295,7.069
1889.400,-2.155,6.532
1889.420,-2.020,5.720
1889.440,-1.931,5.367
1889.460,-1.833,5.877
1889.480,-1.698,6.859
1889.500,-1.547,7.527
1889.520,-1.393,7.802
1889.540,-1.235,7.946
1889.560,-1.074,8.063
1889.580,-0.913,8.129
1889.600,-0.748,8.129
1889.620,-0.586,8.050
1889.640,-0.426,7.906
1889.660,-0.269,7.697
1889.680,-0.116,7.357
1889.700,0.028,6.885
1889.720,0.160,6.296
1889.740,0.281,5.616
1889.760,0.386,4.843
1889.780,0.476,3.979
1889.800,0.547,3.063
1889.820,0.598,2.107
1889.840,0.631,1.152
1889.860,0.644,0.209
1889.880,0.639,-0.681
1889.900,0.616,-1.492
1889.920,0.578,-2.225
1889.940,0.526,-2.854
1889.960,0.462,-3.390
1889.980,0.390,-3.809
1890.000,0.308,-4.136
1890.020,0.223,-4.346
1890.040,0.132,-4.385
1890.060,0.044,-4.267
1890.080,-0.039,-4.058
1890.100,-0.118,-3.822
1890.120,-0.193,-3.534
1890.140,-0.261,-3.155
1890.160,-0.320,-2.710
1890.180,-0.369,-2.212
1890.200,-0.410,-1.662
1890.220,-0.437,-1.086
1890.240,-0.452,-0.524
1890.260,-0.457,0.013
1890.280,-0.452,0.563
1890.300,-0.435,1.113
1890.320,-0.407,1.623
1890.340,-0.369,2.081
1890.360,-0.324,2.513
1890.380,-0.269,2.906
1890.400,-0.206,3.233
1890.420,-0.138,3.482
1890.440,-0.066,3.678
1890.460,0.009,3.783
1890.480,0.088,3.770
1890.500,0.162,3.652
1890.520,0.234,3.443
1890.540,0.302,3.142
1890.560,0.361,2.736
1890.580,0.412,2.265
1890.600,0.452,1.741
1890.620,0.482,1.152
1890.640,0.500,0.497
1890.660,0.503,-0.209
1890.680,0.492,-0.942
1890.700,0.465,-1.676
1890.720,0.424,-2.395
1890.740,0.369,-3.089
1890.760,0.300,-3.744
1890.780,0.218,-4.359
1890.800,0.126,-4.883
1890.820,0.020,-5.301
1890.840,-0.088,-5.629
1890.860,-0.204,-5.877
1890.880,-0.325,-6.048
1890.900,-0.448,-6.087
1890.920,-0.570,-6.034
1890.940,-0.690,-5.904
1890.960,-0.807,-5.694
1890.980,-0.919,-5.419
1891.000,-1.024,-5.092
1891.020,-1.123,-4.725
1891.040,-1.214,-4.307
1891.060,-1.296,-3.862
1891.080,-1.368,-3.403
1891.100,-1.433,-2.945
1891.120,-1.486,-2.487
1891.140,-1.532,-1.937
1891.160,-1.568,-1.348
1891.180,-1.583,-0.694
1891.200,-1.596,-0.118
1891.220,-1.587,0.301
1891.240,-1.579,0.628
1891.260,-1.565,0.942
1891.280,-1.543,1.401
1891.300,-1.510,1.924
1891.320,-1.466,2.474
1891.340,-1.411,3.011
1891.360,-1.345,3.521
1891.380,-1.269,4.019
1891.400,-1.184,4.464
1891.420,-1.089,4.830
1891.440,-0.990,5.249
1891.460,-0.884,5.851
1891.480,-0.759,6.571
1891.500,-0.617,7.213
1891.520,-0.468,7.671
1891.540,-0.309,7.998
1891.560,-0.146,8.207
1891.580,0.020,8.260
1891.600,0.187,8.063
1891.620,0.349,7.658
1891.640,0.493,7.121
1891.660,0.633,6.466
1891.680,0.757,5.655
1891.700,0.861,4.634
1891.720,0.944,3.482
1891.740,1.002,2.225
1891.760,1.034,0.903
1891.780,1.038,-0.445
1891.800,1.016,-1.806
1891.820,0.966,-3.142
1891.840,0.889,-4.411
1891.860,0.789,-5.589
1891.880,0.664,-6.650
1891.900,0.520,-7.566
1891.920,0.360,-8.325
1891.940,0.185,-8.875
1891.960,9.798E-15,-9.242
1891.980,-0.185,-9.451
1892.000,-0.379,-9.530
1892.020,-0.570,-9.464
1892.040,-0.759,-9.268
1892.060,-0.941,-8.993
1892.080,-1.120,-8.639
1892.100,-1.288,-8.247
1892.120,-1.448,-7.854
1892.140,-1.602,-7.501
1892.160,-1.748,-7.121
1892.180,-1.888,-6.309
1892.200,-2.017,-5.197
1892.220,-2.091,-4.634
1892.240,-2.169,-4.974
1892.260,-2.292,-5.733
1892.280,-2.413,-6.074
1892.300,-2.535,-6.034
1892.320,-2.655,-5.982
1892.340,-2.774,-5.943
1892.360,-2.892,-5.969
1892.380,-3.011,-6.021
1892.400,-3.134,-6.074
1892.420,-3.255,-6.113
1892.440,-3.377,-6.165
1892.460,-3.501,-6.244
1892.480,-3.627,-6.309
1892.500,-3.754,-6.375
1892.520,-3.881,-6.414
1892.540,-4.012,-6.414
1892.560,-4.139,-6.362
1892.580,-4.266,-6.257
1892.600,-4.390,-6.113
1892.620,-4.511,-5.890
1892.640,-4.628,-5.589
1892.660,-4.736,-5.210
1892.680,-4.836,-4.765
1892.700,-4.928,-4.267
1892.720,-5.008,-3.718
1892.740,-5.077,-3.142
1892.760,-5.133,-2.553
1892.780,-5.179,-1.963
1892.800,-5.212,-1.374
1892.820,-5.234,-0.798
1892.840,-5.243,-0.249
1892.860,-5.243,0.262
1892.880,-5.232,0.720
1892.900,-5.213,1.126
1892.920,-5.187,1.479
1892.940,-5.154,1.793
1892.960,-5.115,2.081
1892.980,-5.071,2.330
1893.000,-5.020,2.526
1893.020,-4.968,2.670
1893.040,-4.913,2.788
1893.060,-4.857,2.880
1893.080,-4.797,2.932
1893.100,-4.739,2.958
1893.120,-4.679,2.971
1893.140,-4.620,2.971
1893.160,-4.560,2.932
1893.180,-4.502,2.880
1893.200,-4.445,2.827
1893.220,-4.389,2.762
1893.240,-4.334,2.683
1893.260,-4.282,2.592
1893.280,-4.230,2.500
1893.300,-4.181,2.409
1893.320,-4.134,2.317
1893.340,-4.089,2.225
1893.360,-4.045,2.121
1893.380,-4.004,2.003
1893.400,-3.965,1.885
1893.420,-3.929,1.780
1893.440,-3.894,1.662
1893.460,-3.861,1.545
1893.480,-3.833,1.414
1893.500,-3.804,1.270
1893.520,-3.781,1.113
1893.540,-3.760,0.929
1893.560,-3.743,0.733
1893.580,-3.731,0.524
1893.600,-3.723,0.301
1893.620,-3.718,0.079
1893.640,-3.720,-0.157
1893.660,-3.724,-0.419
1893.680,-3.735,-0.707
1893.700,-3.753,-1.021
1893.720,-3.776,-1.348
1893.740,-3.806,-1.689
1893.760,-3.844,-2.055
1893.780,-3.888,-2.435
1893.800,-3.941,-2.814
1893.820,-4.001,-3.207
1893.840,-4.068,-3.600
1893.860,-4.145,-3.992
1893.880,-4.229,-4.359
1893.900,-4.320,-4.699
1893.920,-4.417,-5.000
1893.940,-4.521,-5.236
1893.960,-4.628,-5.406
1893.980,-4.738,-5.485
1894.000,-4.849,-5.459
1894.020,-4.957,-5.315
1894.040,-5.063,-5.079
1894.060,-5.162,-4.739
1894.080,-5.254,-4.280
1894.100,-5.334,-3.704
1894.120,-5.404,-3.024
1894.140,-5.457,-2.265
1894.160,-5.495,-1.427
1894.180,-5.515,-0.537
1894.200,-5.517,0.393
1894.220,-5.499,1.335
1894.240,-5.463,2.265
1894.260,-5.408,3.181
1894.280,-5.336,4.058
1894.300,-5.245,4.869
1894.320,-5.140,5.603
1894.340,-5.020,6.244
1894.360,-4.888,6.794
1894.380,-4.747,7.239
1894.400,-4.598,7.566
1894.420,-4.442,7.775
1894.440,-4.285,7.880
1894.460,-4.126,7.893
1894.480,-3.968,7.828
1894.500,-3.812,7.697
1894.520,-3.660,7.487
1894.540,-3.511,7.213
1894.560,-3.371,6.912
1894.580,-3.236,6.637
1894.600,-3.105,6.388
1894.620,-2.980,6.139
1894.640,-2.860,5.904
1894.660,-2.744,5.694
1894.680,-2.633,5.537
1894.700,-2.524,5.432
1894.720,-2.416,5.354
1894.740,-2.309,5.236
1894.760,-2.205,4.974
1894.780,-2.106,4.254
1894.800,-2.022,3.639
1894.820,-1.982,3.652
1894.840,-1.893,4.320
1894.860,-1.797,5.079
1894.880,-1.689,5.406
1894.900,-1.577,5.589
1894.920,-1.464,5.642
1894.940,-1.351,5.668
1894.960,-1.238,5.694
1894.980,-1.123,5.720
1895.000,-1.008,5.720
1895.020,-0.894,5.681
1895.040,-0.781,5.589
1895.060,-0.669,5.459
1895.080,-0.562,5.275
1895.100,-0.457,5.053
1895.120,-0.360,4.804
1895.140,-0.265,4.529
1895.160,-0.178,4.228
1895.180,-0.096,3.888
1895.200,-0.022,3.521
1895.220,0.046,3.129
1895.240,0.104,2.710
1895.260,0.154,2.278
1895.280,0.195,1.872
1895.300,0.228,1.505
1895.320,0.254,1.165
1895.340,0.275,0.825
1895.360,0.287,0.511
1895.380,0.294,0.236
1895.400,0.297,0.000
1895.420,0.294,-0.183
1895.440,0.287,-0.327
1895.460,0.281,-0.432
1895.480,0.270,-0.497
1895.500,0.259,-0.524
1895.520,0.250,-0.511
1895.540,0.239,-0.497
1895.560,0.229,-0.458
1895.580,0.220,-0.367
1895.600,0.214,-0.262
1895.620,0.210,-0.170
1895.640,0.207,-0.079
1895.660,0.206,0.026
1895.680,0.209,0.118
1895.700,0.212,0.183
1895.720,0.215,0.223
1895.740,0.221,0.262
1895.760,0.226,0.275
1895.780,0.232,0.249
1895.800,0.237,0.196
1895.820,0.240,0.105
1895.840,0.242,-0.013
1895.860,0.240,-0.157
1895.880,0.236,-0.327
1895.900,0.228,-0.524
1895.920,0.215,-0.746
1895.940,0.198,-0.995
1895.960,0.176,-1.257
1895.980,0.148,-1.545
1896.000,0.115,-1.846
1896.020,0.074,-2.121
1896.040,0.028,-2.369
1896.060,-0.020,-2.605
1896.080,-0.075,-2.867
1896.100,-0.135,-3.142
1896.120,-0.201,-3.390
1896.140,-0.272,-3.587
1896.160,-0.346,-3.731
1896.180,-0.421,-3.835
1896.200,-0.500,-3.901
1896.220,-0.578,-3.914
1896.240,-0.657,-3.862
1896.260,-0.734,-3.770
1896.280,-0.807,-3.626
1896.300,-0.880,-3.443
1896.320,-0.946,-3.207
1896.340,-1.008,-2.919
1896.360,-1.063,-2.592
1896.380,-1.112,-2.225
1896.400,-1.153,-1.820
1896.420,-1.186,-1.374
1896.440,-1.208,-0.903
1896.460,-1.222,-0.406
1896.480,-1.225,0.105
1896.500,-1.217,0.628
1896.520,-1.200,1.139
1896.540,-1.172,1.662
1896.560,-1.134,2.212
1896.580,-1.084,2.788
1896.600,-1.023,3.390
1896.620,-0.949,4.006
1896.640,-0.862,4.608
1896.660,-0.763,5.184
1896.680,-0.655,5.720
1896.700,-0.534,6.218
1896.720,-0.405,6.676
1896.740,-0.267,7.095
1896.760,-0.121,7.448
1896.780,0.033,7.671
1896.800,0.188,7.723
1896.820,0.344,7.605
1896.840,0.495,7.317
1896.860,0.639,6.872
1896.880,0.771,6.283
1896.900,0.892,5.550
1896.920,0.996,4.673
1896.940,1.081,3.639
1896.960,1.144,2.487
1896.980,1.181,1.244
1897.000,1.194,-0.052
1897.020,1.180,-1.361
1897.040,1.139,-2.657
1897.060,1.073,-3.927
1897.080,0.982,-5.131
1897.100,0.866,-6.244
1897.120,0.730,-7.252
1897.140,0.575,-8.155
1897.160,0.402,-8.940
1897.180,0.215,-9.516
1897.200,0.017,-9.909
1897.220,-0.182,-10.171
1897.240,-0.390,-10.328
1897.260,-0.598,-10.380
1897.280,-0.806,-10.328
1897.300,-1.012,-10.236
1897.320,-1.216,-10.079
1897.340,-1.417,-9.883
1897.360,-1.610,-9.739
1897.380,-1.803,-9.687
1897.400,-1.998,-9.739
1897.420,-2.191,-9.844
1897.440,-2.391,-9.621
1897.460,-2.592,-8.849
1897.480,-2.752,-8.351
1897.500,-2.892,-8.823
1897.520,-3.093,-10.001
1897.540,-3.310,-10.943
1897.560,-3.534,-11.310
1897.580,-3.764,-11.506
1897.600,-3.996,-11.585
1897.620,-4.229,-11.519
1897.640,-4.459,-11.257
1897.660,-4.683,-10.773
1897.680,-4.893,-10.079
1897.700,-5.088,-9.176
1897.720,-5.264,-8.077
1897.740,-5.413,-6.781
1897.760,-5.537,-5.341
1897.780,-5.628,-3.809
1897.800,-5.689,-2.225
1897.820,-5.718,-0.628
1897.840,-5.715,0.969
1897.860,-5.678,2.526
1897.880,-5.612,4.006
1897.900,-5.517,5.354
1897.920,-5.396,6.558
1897.940,-5.253,7.579
1897.960,-5.089,8.417
1897.980,-4.913,9.045
1898.000,-4.725,9.438
1898.020,-4.532,9.608
1898.040,-4.339,9.556
1898.060,-4.147,9.320
1898.080,-3.963,8.914
1898.100,-3.789,8.391
1898.120,-3.627,7.697
1898.140,-3.476,6.650
1898.160,-3.352,5.066
1898.180,-3.266,3.744
1898.200,-3.230,3.194
1898.220,-3.149,3.181
1898.240,-3.085,3.011
1898.260,-3.028,2.343
1898.280,-2.989,1.623
1898.300,-2.964,0.851
1898.320,-2.955,0.105
1898.340,-2.961,-0.628
1898.360,-2.980,-1.335
1898.380,-3.014,-2.029
1898.400,-3.061,-2.657
1898.420,-3.123,-3.089
1898.440,-3.190,-3.155
1898.460,-3.256,-3.338
1898.480,-3.307,-3.731
1898.500,-3.407,-4.451
1898.520,-3.487,-5.341
1898.540,-3.610,-6.139
1898.560,-3.745,-6.846
1898.580,-3.886,-7.173
1898.600,-4.032,-7.396
1898.620,-4.183,-7.501
1898.640,-4.335,-7.448
1898.660,-4.483,-7.226
1898.680,-4.626,-6.846
1898.700,-4.760,-6.322
1898.720,-4.880,-5.642
1898.740,-4.987,-4.830
1898.760,-5.075,-3.914
1898.780,-5.144,-2.906
1898.800,-5.193,-1.846
1898.820,-5.218,-0.746
1898.840,-5.223,0.353
1898.860,-5.204,1.440
1898.880,-5.165,2.487
1898.900,-5.104,3.443
1898.920,-5.025,4.307
1898.940,-4.931,5.053
1898.960,-4.821,5.681
1898.980,-4.701,6.178
1899.000,-4.573,6.532
1899.020,-4.438,6.728
1899.040,-4.301,6.768
1899.060,-4.166,6.663
1899.080,-4.032,6.440
1899.100,-3.907,6.100
1899.120,-3.787,5.668
1899.140,-3.679,5.157
1899.160,-3.580,4.568
1899.180,-3.495,3.914
1899.200,-3.423,3.155
1899.220,-3.366,2.199
1899.240,-3.330,1.113
1899.260,-3.324,0.183
1899.280,-3.332,-0.563
1899.300,-3.343,-1.165
1899.320,-3.379,-1.780
1899.340,-3.416,-2.409
1899.360,-3.471,-3.037
1899.380,-3.539,-3.678
1899.400,-3.621,-4.280
1899.420,-3.709,-4.830
1899.440,-3.815,-5.262
1899.460,-3.924,-5.642
1899.480,-4.037,-6.205
1899.500,-4.164,-7.016
1899.520,-4.320,-7.736
1899.540,-4.483,-8.077
1899.560,-4.646,-8.037
1899.580,-4.807,-7.789
1899.600,-4.961,-7.357
1899.620,-5.104,-6.728
1899.640,-5.232,-5.930
1899.660,-5.342,-4.974
1899.680,-5.433,-3.875
1899.700,-5.499,-2.670
1899.720,-5.540,-1.388
1899.740,-5.556,-0.065
1899.760,-5.543,1.270
1899.780,-5.504,2.579
1899.800,-5.440,3.835
1899.820,-5.350,5.027
1899.840,-5.237,6.126
1899.860,-5.104,7.095
1899.880,-4.951,7.906
1899.900,-4.785,8.548
1899.920,-4.607,9.019
1899.940,-4.422,9.333
1899.960,-4.232,9.490
1899.980,-4.040,9.490
1900.000,-3.850,9.359
1900.020,-3.665,9.137
1900.040,-3.484,8.836
1900.060,-3.310,8.469
1900.080,-3.145,8.037
1900.100,-2.988,7.605
1900.120,-2.842,7.213
1900.140,-2.700,6.859
1900.160,-2.567,6.322
1900.180,-2.439,5.118
1900.200,-2.344,4.202
1900.220,-2.309,4.254
1900.240,-2.193,5.000
1900.260,-2.080,5.524
1900.280,-1.973,5.367
1900.300,-1.866,5.249
1900.320,-1.762,5.144
1900.340,-1.660,5.027
1900.360,-1.561,4.909
1900.380,-1.464,4.778
1900.400,-1.370,4.647
1900.420,-1.279,4.529
1900.440,-1.189,4.438
1900.460,-1.101,4.359
1900.480,-1.015,4.267
1900.500,-0.930,4.189
1900.520,-0.848,4.136
1900.540,-0.765,4.097
1900.560,-0.683,4.071
1900.580,-0.603,4.032
1900.600,-0.522,4.019
1900.620,-0.443,4.032
1900.640,-0.361,4.058
1900.660,-0.280,4.084
1900.680,-0.198,4.084
1900.700,-0.116,4.071
1900.720,-0.035,4.045
1900.740,0.046,4.006
1900.760,0.126,3.953
1900.780,0.204,3.875
1900.800,0.281,3.718
1900.820,0.355,3.508
1900.840,0.421,3.272
1900.860,0.485,3.024
1900.880,0.543,2.749
1900.900,0.595,2.422
1900.920,0.641,2.068
1900.940,0.679,1.676
1900.960,0.708,1.244
1900.980,0.729,0.785
1901.000,0.740,0.314
1901.020,0.741,-0.157
1901.040,0.734,-0.615
1901.060,0.716,-1.060
1901.080,0.691,-1.492
1901.100,0.657,-1.898
1901.120,0.614,-2.291
1901.140,0.565,-2.657
1901.160,0.507,-2.998
1901.180,0.445,-3.299
1901.200,0.375,-3.560
1901.220,0.302,-3.809
1901.240,0.223,-4.019
1901.260,0.140,-4.176
1901.280,0.055,-4.254
1901.300,-0.031,-4.307
1901.320,-0.116,-4.372
1901.340,-0.206,-4.424
1901.360,-0.295,-4.451
1901.380,-0.383,-4.451
1901.400,-0.473,-4.451
1901.420,-0.562,-4.438
1901.440,-0.650,-4.398
1901.460,-0.738,-4.346
1901.480,-0.825,-4.280
1901.500,-0.909,-4.215
1901.520,-0.993,-4.150
1901.540,-1.076,-4.058
1901.560,-1.156,-3.940
1901.580,-1.233,-3.809
1901.600,-1.308,-3.678
1901.620,-1.381,-3.521
1901.640,-1.450,-3.338
1901.660,-1.514,-3.142
1901.680,-1.576,-2.932
1901.700,-1.632,-2.736
1901.720,-1.684,-2.526
1901.740,-1.734,-2.278
1901.760,-1.777,-1.990
1901.780,-1.813,-1.689
1901.800,-1.844,-1.427
1901.820,-1.869,-1.152
1901.840,-1.891,-0.641
1901.860,-1.904,0.013
1901.880,-1.887,0.524
1901.900,-1.872,0.668
1901.920,-1.860,0.628
1901.940,-1.850,0.759
1901.960,-1.833,1.047
1901.980,-1.808,1.401
1902.000,-1.777,1.754
1902.020,-1.739,2.134
1902.040,-1.692,2.539
1902.060,-1.637,2.971
1902.080,-1.574,3.390
1902.100,-1.500,3.809
1902.120,-1.422,3.901
1902.140,-1.332,3.966
1902.160,-1.274,4.333
1902.180,-1.172,5.131
1902.200,-1.062,6.100
1902.220,-0.928,6.781
1902.240,-0.785,7.317
1902.260,-0.635,7.658
1902.280,-0.478,7.906
1902.300,-0.317,8.024
1902.320,-0.154,8.011
1902.340,0.005,7.880
1902.360,0.162,7.618
1902.380,0.313,7.199
1902.400,0.452,6.584
1902.420,0.578,5.799
1902.440,0.686,4.869
1902.460,0.774,3.809
1902.480,0.840,2.644
1902.500,0.881,1.401
1902.520,0.897,0.118
1902.540,0.886,-1.165
1902.560,0.850,-2.409
1902.580,0.789,-3.574
1902.600,0.705,-4.647
1902.620,0.602,-5.616
1902.640,0.479,-6.440
1902.660,0.341,-7.108
1902.680,0.193,-7.579
1902.700,0.035,-7.880
1902.720,-0.124,-8.024
1902.740,-0.287,-8.024
1902.760,-0.448,-7.919
1902.780,-0.605,-7.671
1902.800,-0.757,-7.304
1902.820,-0.898,-6.846
1902.840,-1.030,-6.322
1902.860,-1.153,-5.773
1902.880,-1.261,-5.184
1902.900,-1.360,-4.581
1902.920,-1.445,-3.862
1902.940,-1.519,-2.919
1902.960,-1.566,-2.147
1902.980,-1.590,-1.767
1903.000,-1.632,-1.610
1903.020,-1.665,-1.204
1903.040,-1.684,-0.524
1903.060,-1.682,0.026
1903.080,-1.678,0.380
1903.100,-1.668,0.641
1903.120,-1.652,0.969
1903.140,-1.630,1.361
1903.160,-1.599,1.754
1903.180,-1.558,1.937
1903.200,-1.514,1.963
1903.220,-1.483,2.186
1903.240,-1.439,2.605
1903.260,-1.371,3.246
1903.280,-1.313,3.979
1903.300,-1.219,4.725
1903.320,-1.114,5.354
1903.340,-1.004,5.707
1903.360,-0.886,6.008
1903.380,-0.762,6.257
1903.400,-0.635,6.427
1903.420,-0.504,6.532
1903.440,-0.372,6.532
1903.460,-0.240,6.401
1903.480,-0.115,6.165
1903.500,0.006,5.838
1903.520,0.121,5.406
1903.540,0.225,4.830
1903.560,0.316,4.123
1903.580,0.391,3.325
1903.600,0.449,2.474
1903.620,0.490,1.584
1903.640,0.514,0.668
1903.660,0.517,-0.249
1903.680,0.503,-1.113
1903.700,0.471,-1.911
1903.720,0.426,-2.644
1903.740,0.364,-3.286
1903.760,0.292,-3.822
1903.780,0.210,-4.241
1903.800,0.121,-4.555
1903.820,0.027,-4.752
1903.840,-0.071,-4.817
1903.860,-0.168,-4.765
