Time (s) Auto,Angle (rad) Minus 3pi/4,Angular Velocity (rad/s) Minus 3pi/4
22.08,0.983,-9.556
22.1,0.781,-10.551
22.12,0.559,-11.401
22.14,0.322,-12.082
22.16,0.074,-12.553
22.18,-0.184,-12.776
22.2,-0.441,-12.75
22.22,-0.696,-12.475
22.24,-0.944,-11.977
22.26,-1.178,-11.257
22.28,-1.396,-10.354
22.3,-1.594,-9.307
22.32,-1.77,-8.155
22.34,-1.921,-6.925
22.36,-2.048,-5.629
22.38,-2.147,-4.294
22.4,-2.22,-2.919
22.42,-2.265,-1.518
22.44,-2.281,-0.092
22.46,-2.268,1.348
22.48,-2.227,2.801
22.5,-2.157,4.294
22.52,-2.056,5.799
22.54,-1.924,7.304
22.56,-1.764,8.81
22.58,-1.572,10.289
22.6,-1.351,11.676
22.62,-1.103,12.92
22.64,-0.833,13.967
22.66,-0.54,14.779
22.68,-0.237,15.302
22.7,0.075,15.512
22.72,0.388,15.433
22.74,0.696,15.106
22.76,0.994,14.582
22.78,1.282,13.915
22.8,1.552,13.142
22.82,1.808,12.318
22.84,2.045,11.493
22.86,2.267,10.695
22.88,2.472,9.948
22.9,2.664,9.242
22.92,2.842,8.6
22.94,3.007,8.024
22.96,3.162,7.501
22.98,3.307,7.003
23,3.442,6.545
23.02,3.567,6.126
23.04,3.687,5.707
23.06,3.797,5.275
23.08,3.897,4.83
23.1,3.99,4.385
23.12,4.073,3.914
23.14,4.147,3.403
23.16,4.21,2.854
23.18,4.262,2.265
23.2,4.301,1.636
23.22,4.328,0.982
23.24,4.34,0.327
23.26,4.34,-0.314
23.28,4.328,-0.956
23.3,4.302,-1.597
23.32,4.263,-2.225
23.34,4.213,-2.827
23.36,4.15,-3.39
23.38,4.076,-3.914
23.4,3.993,-4.398
23.42,3.9,-4.856
23.44,3.798,-5.301
23.46,3.688,-5.72
23.48,3.569,-6.126
23.5,3.443,-6.545
23.52,3.308,-6.977
23.54,3.164,-7.422
23.56,3.011,-7.893
23.58,2.849,-8.417
23.6,2.675,-8.993
23.62,2.49,-9.608
23.64,2.292,-10.276
23.66,2.08,-10.996
23.68,1.852,-11.729
23.7,1.61,-12.435
23.72,1.354,-13.077
23.74,1.085,-13.614
23.76,0.807,-14.006
23.78,0.523,-14.203
23.8,0.236,-14.15
23.82,-0.047,-13.823
23.84,-0.32,-13.221
23.86,-0.58,-12.37
23.88,-0.818,-11.297
23.9,-1.034,-10.04
23.92,-1.222,-8.652
23.94,-1.381,-7.173
23.96,-1.51,-5.642
23.98,-1.607,-4.084
24,-1.673,-2.513
24.02,-1.707,-0.969
24.04,-1.711,0.537
24.06,-1.685,1.977
24.08,-1.63,3.338
24.1,-1.55,4.621
24.12,-1.445,5.825
24.14,-1.316,6.925
24.16,-1.166,7.88
24.18,-0.999,8.666
24.2,-0.817,9.255
24.22,-0.625,9.634
24.24,-0.429,9.778
24.26,-0.231,9.687
24.28,-0.038,9.359
24.3,0.146,8.823
24.32,0.317,8.116
24.34,0.473,7.265
24.36,0.609,6.283
24.38,0.726,5.197
24.4,0.818,4.058
24.42,0.888,2.893
24.44,0.935,1.728
24.46,0.957,0.576
24.48,0.957,-0.537
24.5,0.935,-1.584
24.52,0.892,-2.566
24.54,0.831,-3.456
24.56,0.752,-4.254
24.58,0.66,-4.961
24.6,0.553,-5.55
24.62,0.435,-5.995
24.64,0.311,-6.283
24.66,0.182,-6.414
24.68,0.052,-6.388
24.7,-0.075,-6.205
24.72,-0.198,-5.864
24.74,-0.313,-5.367
24.76,-0.415,-4.725
24.78,-0.503,-3.966
24.8,-0.575,-3.115
24.82,-0.628,-2.199
24.84,-0.663,-1.244
24.86,-0.679,-0.275
24.88,-0.674,0.681
24.9,-0.65,1.597
24.92,-0.609,2.474
24.94,-0.551,3.299
24.96,-0.476,4.032
24.98,-0.388,4.647
25,-0.289,5.157
25.02,-0.181,5.55
25.04,-0.064,5.799
25.06,0.053,5.904
25.08,0.173,5.877
25.1,0.291,5.72
25.12,0.404,5.406
25.14,0.509,4.961
25.16,0.603,4.398
25.18,0.686,3.744
25.2,0.754,3.011
25.22,0.807,2.199
25.24,0.844,1.322
25.26,0.861,0.38
25.28,0.859,-0.589
25.3,0.837,-1.558
25.32,0.796,-2.526
25.34,0.737,-3.482
25.36,0.657,-4.411
25.38,0.559,-5.301
25.4,0.445,-6.113
25.42,0.313,-6.833
25.44,0.17,-7.409
25.46,0.014,-7.828
25.48,-0.146,-8.09
25.5,-0.311,-8.155
25.52,-0.476,-8.024
25.54,-0.635,-7.684
25.56,-0.785,-7.173
25.58,-0.924,-6.519
25.6,-1.048,-5.707
25.62,-1.155,-4.765
25.64,-1.239,-3.718
25.66,-1.304,-2.605
25.68,-1.345,-1.44
25.7,-1.362,-0.223
25.72,-1.354,1.008
25.74,-1.321,2.238
25.76,-1.264,3.469
25.78,-1.183,4.673
25.8,-1.076,5.825
25.82,-0.949,6.898
25.84,-0.8,7.88
25.86,-0.631,8.744
25.88,-0.448,9.425
25.9,-0.251,9.922
25.92,-0.049,10.236
25.94,0.16,10.354
25.96,0.369,10.289
25.98,0.573,10.04
26,0.773,9.634
26.02,0.961,9.098
26.04,1.137,8.443
26.06,1.301,7.71
26.08,1.447,6.912
26.1,1.577,6.074
26.12,1.69,5.21
26.14,1.786,4.307
26.16,1.863,3.39
26.18,1.921,2.461
26.2,1.962,1.518
26.22,1.982,0.563
26.24,1.984,-0.419
26.26,1.967,-1.414
26.28,1.927,-2.448
26.3,1.869,-3.521
26.32,1.788,-4.634
26.34,1.684,-5.786
26.36,1.557,-6.964
26.38,1.406,-8.155
26.4,1.23,-9.32
26.42,1.032,-10.433
26.44,0.812,-11.454
26.46,0.572,-12.357
26.48,0.316,-13.064
26.5,0.046,-13.522
26.52,-0.229,-13.718
26.54,-0.506,-13.64
26.56,-0.779,-13.286
26.58,-1.041,-12.671
26.6,-1.288,-11.846
26.62,-1.517,-10.865
26.64,-1.725,-9.739
26.66,-1.909,-8.508
26.68,-2.066,-7.213
26.7,-2.198,-5.864
26.72,-2.301,-4.477
26.74,-2.377,-3.05
26.76,-2.424,-1.61
26.78,-2.441,-0.17
26.8,-2.43,1.283
26.82,-2.391,2.762
26.84,-2.32,4.28
26.86,-2.22,5.825
26.88,-2.088,7.383
26.9,-1.924,8.954
26.92,-1.729,10.511
26.94,-1.503,12.004
26.96,-1.247,13.365
26.98,-0.966,14.543
27,-0.663,15.485
27.02,-0.342,16.14
27.04,-0.013,16.454
27.06,0.32,16.454
27.08,0.649,16.179
27.1,0.971,15.669
27.12,1.279,14.988
27.14,1.571,14.203
27.16,1.847,13.391
27.18,2.106,12.566
27.2,2.35,11.755
27.22,2.576,10.996
27.24,2.788,10.315
27.26,2.988,9.726
27.28,3.176,9.189
27.3,3.355,8.692
27.32,3.523,8.221
27.34,3.684,7.789
27.36,3.834,7.383
27.38,3.979,6.977
27.4,4.114,6.545
27.42,4.241,6.074
27.44,4.357,5.563
27.46,4.464,4.987
27.48,4.558,4.359
27.5,4.639,3.665
27.52,4.706,2.932
27.54,4.756,2.147
27.56,4.793,1.335
27.58,4.81,0.511
27.6,4.813,-0.314
27.62,4.797,-1.113
27.64,4.767,-1.872
27.66,4.722,-2.592
27.68,4.664,-3.286
27.7,4.59,-3.927
27.72,4.505,-4.503
27.74,4.409,-5
27.76,4.304,-5.445
27.78,4.191,-5.825
27.8,4.07,-6.152
27.82,3.944,-6.44
27.84,3.812,-6.702
27.86,3.676,-6.951
27.88,3.534,-7.199
27.9,3.388,-7.474
27.92,3.236,-7.775
27.94,3.077,-8.116
27.96,2.912,-8.522
27.98,2.738,-8.993
28,2.553,-9.503
28.02,2.358,-10.053
28.04,2.152,-10.668
28.06,1.932,-11.336
28.08,1.698,-12.004
28.1,1.451,-12.632
28.12,1.192,-13.182
28.14,0.922,-13.614
28.16,0.646,-13.875
28.18,0.364,-13.928
28.2,0.085,-13.744
28.22,-0.188,-13.313
28.24,-0.451,-12.632
28.26,-0.697,-11.702
28.28,-0.922,-10.577
28.3,-1.122,-9.307
28.32,-1.296,-7.946
28.34,-1.44,-6.519
28.36,-1.557,-5.066
28.38,-1.643,-3.613
28.4,-1.701,-2.173
28.42,-1.729,-0.759
28.44,-1.731,0.602
28.46,-1.704,1.898
28.48,-1.654,3.142
28.5,-1.579,4.307
28.52,-1.48,5.38
28.54,-1.362,6.336
28.56,-1.225,7.173
28.58,-1.073,7.893
28.6,-0.908,8.443
28.62,-0.732,8.81
28.64,-0.553,8.967
28.66,-0.371,8.927
28.68,-0.193,8.705
28.7,-0.02,8.299
28.72,0.141,7.749
28.74,0.291,7.069
28.76,0.426,6.283
28.78,0.543,5.393
28.8,0.642,4.438
28.82,0.721,3.469
28.84,0.781,2.513
28.86,0.822,1.584
28.88,0.844,0.681
28.9,0.848,-0.196
28.92,0.836,-1.021
28.94,0.806,-1.78
28.96,0.763,-2.448
28.98,0.707,-3.037
29,0.641,-3.547
29.02,0.564,-3.966
29.04,0.481,-4.294
29.06,0.391,-4.503
29.08,0.298,-4.595
29.1,0.206,-4.568
29.12,0.115,-4.451
29.14,0.027,-4.228
29.16,-0.057,-3.901
29.18,-0.13,-3.482
29.2,-0.196,-2.985
29.22,-0.251,-2.422
29.24,-0.294,-1.806
29.26,-0.324,-1.178
29.28,-0.341,-0.55
29.3,-0.346,0.065
29.32,-0.338,0.654
29.34,-0.319,1.191
29.36,-0.289,1.676
29.38,-0.251,2.094
29.4,-0.204,2.448
29.42,-0.152,2.723
29.44,-0.094,2.906
29.46,-0.035,2.998
29.48,0.027,2.998
29.5,0.086,2.906
29.52,0.145,2.71
29.54,0.196,2.422
29.56,0.242,2.055
29.58,0.28,1.623
29.6,0.308,1.113
29.62,0.325,0.55
29.64,0.33,-0.039
29.66,0.324,-0.641
29.68,0.305,-1.244
29.7,0.273,-1.846
29.72,0.231,-2.448
29.74,0.176,-3.024
29.76,0.108,-3.534
29.78,0.033,-3.966
29.8,-0.05,-4.32
29.82,-0.141,-4.581
29.84,-0.236,-4.712
29.86,-0.331,-4.699
29.88,-0.426,-4.568
29.9,-0.515,-4.32
29.92,-0.6,-3.94
29.94,-0.675,-3.443
29.96,-0.738,-2.841
29.98,-0.79,-2.16
30,-0.826,-1.414
30.02,-0.847,-0.628
30.04,-0.851,0.183
30.06,-0.84,1.021
30.08,-0.811,1.859
30.1,-0.765,2.683
30.12,-0.704,3.469
30.14,-0.625,4.228
30.16,-0.534,4.922
30.18,-0.427,5.537
30.2,-0.311,6.061
30.22,-0.184,6.466
30.24,-0.05,6.768
30.26,0.088,6.938
30.28,0.229,6.99
30.3,0.369,6.898
30.32,0.507,6.676
30.34,0.638,6.349
30.36,0.762,5.917
30.38,0.877,5.393
30.4,0.979,4.791
30.42,1.068,4.136
30.44,1.145,3.443
30.46,1.206,2.697
30.48,1.253,1.898
30.5,1.283,1.06
30.52,1.296,0.209
30.54,1.291,-0.641
30.56,1.271,-1.505
30.58,1.232,-2.395
30.6,1.175,-3.299
30.62,1.1,-4.202
30.64,1.007,-5.092
30.66,0.895,-5.956
30.68,0.768,-6.794
30.7,0.624,-7.566
30.72,0.463,-8.247
30.74,0.292,-8.81
30.76,0.11,-9.242
30.78,-0.08,-9.53
30.8,-0.273,-9.634
30.82,-0.468,-9.543
30.84,-0.658,-9.281
30.86,-0.84,-8.849
30.88,-1.015,-8.273
30.9,-1.173,-7.553
30.92,-1.318,-6.702
30.94,-1.444,-5.76
30.96,-1.549,-4.725
30.98,-1.634,-3.626
31,-1.695,-2.474
31.02,-1.733,-1.27
31.04,-1.747,-0.039
31.06,-1.734,1.217
31.08,-1.698,2.487
31.1,-1.635,3.757
31.12,-1.547,5.04
31.14,-1.434,6.296
31.16,-1.294,7.514
31.18,-1.133,8.652
31.2,-0.947,9.673
31.22,-0.743,10.564
31.24,-0.523,11.27
31.26,-0.289,11.768
31.28,-0.049,12.043
31.3,0.195,12.095
31.32,0.438,11.938
31.34,0.675,11.585
31.36,0.903,11.074
31.38,1.12,10.459
31.4,1.323,9.765
31.42,1.511,9.006
31.44,1.684,8.194
31.46,1.839,7.357
31.48,1.978,6.532
31.5,2.1,5.733
31.52,2.207,4.948
31.54,2.298,4.163
31.56,2.373,3.39
31.58,2.433,2.631
31.6,2.479,1.872
31.62,2.509,1.113
31.64,2.523,0.34
31.66,2.523,-0.445
31.68,2.505,-1.27
31.7,2.472,-2.134
31.72,2.421,-3.037
31.74,2.351,-4.006
31.76,2.262,-5.04
31.78,2.15,-6.152
31.8,2.017,-7.33
31.82,1.858,-8.561
31.84,1.674,-9.831
31.86,1.466,-11.1
31.88,1.23,-12.344
31.9,0.971,-13.496
31.92,0.688,-14.478
31.94,0.388,-15.237
31.96,0.075,-15.721
31.98,-0.245,-15.904
32,-0.565,-15.76
32.02,-0.88,-15.289
32.04,-1.181,-14.543
32.06,-1.464,-13.574
32.08,-1.726,-12.422
32.1,-1.963,-11.153
32.12,-2.172,-9.804
32.14,-2.356,-8.43
32.16,-2.51,-7.029
32.18,-2.637,-5.603
32.2,-2.735,-4.189
32.22,-2.804,-2.775
32.24,-2.846,-1.374
32.26,-2.859,0.039
32.28,-2.845,1.453
32.3,-2.801,2.88
32.32,-2.73,4.359
32.34,-2.628,5.89
32.36,-2.494,7.474
32.38,-2.329,9.084
32.4,-2.132,10.721
32.42,-1.901,12.357
32.44,-1.637,13.941
32.46,-1.341,15.407
32.48,-1.018,16.664
32.5,-0.671,17.619
32.52,-0.308,18.221
32.54,0.063,18.457
32.56,0.435,18.339
32.58,0.801,17.92
32.6,1.155,17.266
32.62,1.494,16.454
32.64,1.814,15.564
32.66,2.116,14.661
32.68,2.4,13.797
32.7,2.667,12.998
32.72,2.919,12.278
32.74,3.157,11.637
32.76,3.383,11.061
32.78,3.599,10.537
32.8,3.804,10.053
32.82,4.001,9.582
32.84,4.188,9.098
32.86,4.365,8.574
32.88,4.532,7.972
32.9,4.686,7.291
32.92,4.824,6.519
32.94,4.948,5.655
32.96,5.052,4.699
32.98,5.137,3.665
33,5.199,2.592
33.02,5.24,1.492
33.04,5.259,0.38
33.06,5.256,-0.72
33.08,5.229,-1.767
33.1,5.184,-2.749
33.12,5.119,-3.652
33.14,5.036,-4.477
33.16,4.939,-5.197
33.18,4.827,-5.812
33.2,4.705,-6.349
33.22,4.573,-6.794
33.24,4.431,-7.16
33.26,4.285,-7.448
33.28,4.133,-7.658
33.3,3.977,-7.815
33.32,3.82,-7.959
33.34,3.66,-8.116
33.36,3.495,-8.273
33.38,3.329,-8.443
33.4,3.159,-8.679
33.42,2.983,-8.993
33.44,2.799,-9.359
33.46,2.609,-9.791
33.48,2.41,-10.302
33.5,2.198,-10.891
33.52,1.974,-11.519
33.54,1.737,-12.148
33.56,1.488,-12.763
33.58,1.227,-13.326
33.6,0.953,-13.784
33.62,0.672,-14.072
33.64,0.388,-14.15
33.66,0.104,-14.006
33.68,-0.176,-13.614
33.7,-0.445,-12.959
33.72,-0.697,-12.082
33.74,-0.93,-11.022
33.76,-1.14,-9.817
33.78,-1.324,-8.495
33.8,-1.481,-7.108
33.82,-1.608,-5.694
33.84,-1.709,-4.28
33.86,-1.78,-2.88
33.88,-1.824,-1.505
33.9,-1.839,-0.183
33.92,-1.83,1.086
33.94,-1.795,2.291
33.96,-1.737,3.43
33.98,-1.657,4.503
34,-1.557,5.511
34.02,-1.436,6.427
34.04,-1.297,7.226
34.06,-1.145,7.893
34.08,-0.98,8.43
34.1,-0.806,8.823
34.12,-0.625,9.045
34.14,-0.441,9.084
34.16,-0.259,8.94
34.18,-0.082,8.639
34.2,0.088,8.194
34.22,0.248,7.618
34.24,0.394,6.938
34.26,0.526,6.178
34.28,0.642,5.367
34.3,0.741,4.503
34.32,0.823,3.626
34.34,0.886,2.749
34.36,0.933,1.885
34.38,0.961,1.047
34.4,0.974,0.249
34.42,0.971,-0.497
34.44,0.953,-1.191
34.46,0.922,-1.833
34.48,0.88,-2.422
34.5,0.825,-2.958
34.52,0.76,-3.416
34.54,0.686,-3.796
34.56,0.608,-4.097
34.58,0.522,-4.307
34.6,0.434,-4.438
34.62,0.344,-4.477
34.64,0.253,-4.438
34.66,0.165,-4.294
34.68,0.08,-4.058
34.7,0.002,-3.757
34.72,-0.071,-3.39
34.74,-0.135,-2.985
34.76,-0.19,-2.539
34.78,-0.237,-2.055
34.8,-0.273,-1.545
34.82,-0.298,-1.047
34.84,-0.314,-0.589
34.86,-0.322,-0.157
34.88,-0.32,0.236
34.9,-0.311,0.576
34.92,-0.297,0.864
34.94,-0.276,1.113
34.96,-0.251,1.296
34.98,-0.223,1.388
35,-0.195,1.414
35.02,-0.167,1.374
35.04,-0.138,1.283
35.06,-0.115,1.126
35.08,-0.093,0.903
35.1,-0.077,0.641
35.12,-0.068,0.353
35.14,-0.063,0.052
35.16,-0.064,-0.275
35.18,-0.074,-0.615
35.2,-0.09,-0.929
35.22,-0.112,-1.217
35.24,-0.138,-1.466
35.26,-0.171,-1.662
35.28,-0.206,-1.793
35.3,-0.243,-1.859
35.32,-0.281,-1.859
35.34,-0.319,-1.78
35.36,-0.353,-1.623
35.38,-0.385,-1.374
35.4,-0.41,-1.06
35.42,-0.427,-0.707
35.44,-0.438,-0.314
35.46,-0.441,0.118
35.48,-0.434,0.576
35.5,-0.418,1.034
35.52,-0.393,1.492
35.54,-0.358,1.95
35.56,-0.314,2.395
35.58,-0.262,2.814
35.6,-0.201,3.207
35.62,-0.134,3.547
35.64,-0.058,3.822
35.66,0.02,4.019
35.68,0.104,4.136
35.7,0.187,4.202
35.72,0.272,4.189
35.74,0.357,4.097
35.76,0.437,3.927
35.78,0.514,3.691
35.8,0.586,3.39
35.82,0.65,3.011
35.84,0.707,2.579
35.86,0.754,2.121
35.88,0.792,1.61
35.9,0.82,1.06
35.92,0.834,0.471
35.94,0.839,-0.144
35.96,0.829,-0.772
35.98,0.807,-1.427
36,0.773,-2.081
36.02,0.724,-2.723
36.04,0.663,-3.351
36.06,0.591,-3.966
36.08,0.504,-4.568
36.1,0.407,-5.131
36.12,0.298,-5.616
36.14,0.181,-6.034
36.16,0.057,-6.362
36.18,-0.075,-6.597
36.2,-0.209,-6.715
36.22,-0.346,-6.715
36.24,-0.479,-6.597
36.26,-0.611,-6.349
36.28,-0.735,-5.982
36.3,-0.851,-5.498
36.32,-0.957,-4.935
36.34,-1.049,-4.28
36.36,-1.129,-3.534
36.38,-1.192,-2.71
36.4,-1.238,-1.833
36.42,-1.266,-0.929
36.44,-1.275,0
36.46,-1.266,0.956
36.48,-1.238,1.937
36.5,-1.189,2.919
36.52,-1.12,3.888
36.54,-1.034,4.83
36.56,-0.927,5.72
36.58,-0.803,6.545
36.6,-0.664,7.265
36.62,-0.511,7.867
36.64,-0.347,8.338
36.66,-0.176,8.652
36.68,0.002,8.823
36.7,0.179,8.836
36.72,0.357,8.705
36.74,0.529,8.43
36.76,0.696,8.037
36.78,0.851,7.54
36.8,0.999,6.964
36.82,1.131,6.322
36.84,1.252,5.629
36.86,1.357,4.896
36.88,1.448,4.123
36.9,1.522,3.338
36.92,1.582,2.526
36.94,1.624,1.702
36.96,1.649,0.864
36.98,1.659,0.026
37,1.651,-0.812
37.02,1.626,-1.662
37.04,1.585,-2.526
37.06,1.525,-3.416
37.08,1.448,-4.333
37.1,1.352,-5.249
37.12,1.238,-6.165
37.14,1.106,-7.069
37.16,0.955,-7.946
37.18,0.787,-8.757
37.2,0.603,-9.464
37.22,0.407,-10.053
37.24,0.199,-10.511
37.26,-0.016,-10.799
37.28,-0.236,-10.878
37.3,-0.454,-10.747
37.32,-0.668,-10.433
37.34,-0.873,-9.961
37.36,-1.068,-9.333
37.38,-1.249,-8.561
37.4,-1.412,-7.684
37.42,-1.557,-6.728
37.44,-1.682,-5.694
37.46,-1.786,-4.581
37.48,-1.866,-3.416
37.5,-1.923,-2.225
37.52,-1.956,-0.995
37.54,-1.963,0.262
37.56,-1.945,1.532
37.58,-1.902,2.814
37.6,-1.833,4.123
37.62,-1.737,5.432
37.64,-1.615,6.715
37.66,-1.469,7.972
37.68,-1.296,9.189
37.7,-1.1,10.315
37.72,-0.881,11.297
37.74,-0.646,12.095
37.76,-0.394,12.671
37.78,-0.135,13.011
37.8,0.129,13.103
37.82,0.393,12.972
37.84,0.65,12.632
37.86,0.9,12.134
37.88,1.137,11.506
37.9,1.362,10.786
37.92,1.569,10.014
37.94,1.762,9.215
37.96,1.938,8.417
37.98,2.099,7.618
38,2.243,6.859
38.02,2.372,6.126
38.04,2.488,5.419
38.06,2.589,4.739
38.08,2.677,4.084
38.1,2.752,3.456
38.12,2.815,2.841
38.14,2.865,2.238
38.16,2.904,1.636
38.18,2.931,1.021
38.2,2.945,0.38
38.22,2.947,-0.275
38.24,2.934,-0.942
38.26,2.909,-1.649
38.28,2.87,-2.422
38.3,2.813,-3.272
38.32,2.739,-4.189
38.34,2.647,-5.171
38.36,2.534,-6.231
38.38,2.399,-7.37
38.4,2.24,-8.587
38.42,2.056,-9.883
38.44,1.846,-11.218
38.46,1.607,-12.553
38.48,1.343,-13.836
38.5,1.052,-15.014
38.52,0.74,-16.022
38.54,0.408,-16.768
38.56,0.064,-17.187
38.58,-0.284,-17.24
38.6,-0.63,-16.925
38.62,-0.966,-16.271
38.64,-1.285,-15.328
38.66,-1.582,-14.15
38.68,-1.854,-12.815
38.7,-2.095,-11.388
38.72,-2.309,-9.909
38.74,-2.493,-8.391
38.76,-2.645,-6.859
38.78,-2.766,-5.341
38.8,-2.859,-3.848
38.82,-2.92,-2.369
38.84,-2.953,-0.89
38.86,-2.956,0.576
38.88,-2.93,2.055
38.9,-2.875,3.56
38.92,-2.788,5.105
38.94,-2.67,6.676
38.96,-2.521,8.286
38.98,-2.34,9.948
39,-2.124,11.624
39.02,-1.874,13.273
39.04,-1.593,14.844
39.06,-1.279,16.271
39.08,-0.938,17.449
39.1,-0.576,18.287
39.12,-0.201,18.745
39.14,0.179,18.823
39.16,0.556,18.549
39.18,0.925,17.973
39.2,1.279,17.174
39.22,1.613,16.232
39.24,1.929,15.237
39.26,2.223,14.242
39.28,2.498,13.299
39.3,2.754,12.422
39.32,2.994,11.598
39.34,3.217,10.839
39.36,3.426,10.158
39.38,3.622,9.543
39.4,3.808,8.94
39.42,3.98,8.338
39.44,4.141,7.723
39.46,4.29,7.095
39.48,4.425,6.427
39.5,4.547,5.707
39.52,4.654,4.935
39.54,4.745,4.11
39.56,4.819,3.259
39.58,4.876,2.382
39.6,4.915,1.505
39.62,4.935,0.641
39.64,4.94,-0.183
39.66,4.928,-0.956
39.68,4.901,-1.676
39.7,4.86,-2.33
39.72,4.807,-2.932
39.74,4.742,-3.469
39.76,4.667,-3.94
39.78,4.584,-4.333
39.8,4.492,-4.647
39.82,4.397,-4.896
39.84,4.296,-5.079
39.86,4.192,-5.223
39.88,4.087,-5.315
39.9,3.979,-5.367
39.92,3.872,-5.393
39.94,3.764,-5.419
39.96,3.655,-5.459
39.98,3.545,-5.498
40,3.435,-5.563
40.02,3.324,-5.668
40.04,3.209,-5.825
40.06,3.091,-6.021
40.08,2.969,-6.27
40.1,2.842,-6.584
40.12,2.706,-6.951
40.14,2.564,-7.383
40.16,2.413,-7.893
40.18,2.249,-8.482
40.2,2.073,-9.124
40.22,1.885,-9.804
40.24,1.682,-10.524
40.26,1.464,-11.257
40.28,1.232,-11.964
40.3,0.985,-12.606
40.32,0.726,-13.129
40.34,0.457,-13.483
40.36,0.184,-13.64
40.38,-0.091,-13.574
40.4,-0.363,-13.273
40.42,-0.625,-12.75
40.44,-0.875,-12.043
40.46,-1.109,-11.179
40.48,-1.324,-10.197
40.5,-1.517,-9.137
40.52,-1.69,-8.024
40.54,-1.839,-6.885
40.56,-1.965,-5.733
40.58,-2.069,-4.581
40.6,-2.149,-3.443
40.62,-2.205,-2.317
40.64,-2.242,-1.217
40.66,-2.254,-0.118
40.68,-2.246,0.995
40.7,-2.215,2.094
40.72,-2.161,3.207
40.74,-2.088,4.333
40.76,-1.989,5.485
40.78,-1.868,6.65
40.8,-1.723,7.802
40.82,-1.555,8.94
40.84,-1.365,10.014
40.86,-1.153,10.996
40.88,-0.924,11.846
40.9,-0.677,12.527
40.92,-0.419,12.985
40.94,-0.154,13.195
40.96,0.112,13.169
40.98,0.375,12.92
41,0.631,12.488
41.02,0.877,11.899
41.04,1.109,11.192
41.06,1.326,10.42
41.08,1.525,9.608
41.1,1.711,8.796
41.12,1.877,7.985
41.14,2.029,7.186
41.16,2.165,6.427
41.18,2.286,5.694
41.2,2.392,5.013
41.22,2.485,4.372
41.24,2.567,3.757
41.26,2.636,3.168
41.28,2.692,2.605
41.3,2.739,2.068
41.32,2.776,1.545
41.34,2.801,1.021
41.36,2.816,0.484
41.38,2.821,-0.079
41.4,2.813,-0.668
41.42,2.794,-1.283
41.44,2.763,-1.937
41.46,2.717,-2.657
41.48,2.658,-3.443
41.5,2.581,-4.307
41.52,2.487,-5.249
41.54,2.372,-6.257
41.56,2.237,-7.343
41.58,2.08,-8.508
41.6,1.898,-9.752
41.62,1.69,-11.022
41.64,1.456,-12.278
41.66,1.199,-13.496
41.68,0.916,-14.608
41.7,0.611,-15.538
41.72,0.291,-16.205
41.74,-0.041,-16.572
41.76,-0.377,-16.611
41.78,-0.71,-16.31
41.8,-1.034,-15.695
41.82,-1.341,-14.831
41.84,-1.629,-13.758
41.86,-1.894,-12.54
41.88,-2.132,-11.244
41.9,-2.344,-9.896
41.92,-2.529,-8.522
41.94,-2.684,-7.134
41.96,-2.813,-5.773
41.98,-2.915,-4.438
42,-2.991,-3.089
42.02,-3.039,-1.728
42.04,-3.06,-0.353
42.06,-3.054,1.021
42.08,-3.019,2.395
42.1,-2.958,3.796
42.12,-2.868,5.249
42.14,-2.749,6.781
42.16,-2.598,8.364
42.18,-2.414,9.988
42.2,-2.199,11.624
42.22,-1.949,13.26
42.24,-1.668,14.857
42.26,-1.354,16.336
42.28,-1.012,17.593
42.3,-0.646,18.522
42.32,-0.265,19.085
42.34,0.123,19.255
42.36,0.511,19.059
42.38,0.889,18.562
42.4,1.255,17.842
42.42,1.605,16.978
42.44,1.935,16.048
42.46,2.246,15.132
42.48,2.54,14.281
42.5,2.816,13.509
42.52,3.079,12.815
42.54,3.329,12.2
42.56,3.566,11.65
42.58,3.793,11.14
42.6,4.012,10.642
42.62,4.219,10.119
42.64,4.417,9.569
42.66,4.602,8.954
42.68,4.777,8.234
42.7,4.934,7.396
42.72,5.074,6.44
42.74,5.193,5.38
42.76,5.29,4.215
42.78,5.363,2.985
42.8,5.41,1.728
42.82,5.432,0.471
42.84,5.429,-0.772
42.86,5.4,-1.963
42.88,5.349,-3.063
42.9,5.276,-4.071
42.92,5.185,-4.987
42.94,5.075,-5.799
42.96,4.951,-6.48
42.98,4.814,-7.042
43,4.668,-7.514
43.02,4.513,-7.893
43.04,4.351,-8.181
43.06,4.185,-8.391
43.08,4.015,-8.548
43.1,3.842,-8.666
43.12,3.668,-8.77
43.14,3.492,-8.901
43.16,3.313,-9.084
43.18,3.129,-9.333
43.2,2.941,-9.634
43.22,2.744,-10.001
43.24,2.542,-10.446
43.26,2.328,-10.982
43.28,2.103,-11.585
43.3,1.865,-12.213
43.32,1.615,-12.841
43.34,1.351,-13.43
43.36,1.076,-13.941
43.38,0.792,-14.307
43.4,0.501,-14.478
43.42,0.209,-14.412
43.44,-0.079,-14.085
43.46,-0.358,-13.509
43.48,-0.622,-12.697
43.5,-0.869,-11.689
43.52,-1.092,-10.511
43.54,-1.291,-9.202
43.56,-1.461,-7.828
43.58,-1.604,-6.414
43.6,-1.718,-4.987
43.62,-1.803,-3.547
43.64,-1.86,-2.134
43.66,-1.888,-0.759
43.68,-1.89,0.563
