"Time (s) Skæv 5.5. time","Angle, Ch P2 (rad) Skæv 5.5. time","Angular Acceleration, Ch P2 (rad/s²) Skæv 5.5. time","State Skæv 5.5. time"
18387.350,-0.883,28.117,
18387.400,-0.591,16.877,
18387.450,-0.247,2.129,
18387.500,0.112,-14.888,
18387.550,0.434,-31.451,
18387.600,0.666,-44.174,
18387.650,0.770,-50.266,
18387.700,0.727,-48.503,
18387.750,0.545,-39.410,
18387.800,0.250,-24.958,
18387.850,-0.113,-8.046,
18387.900,-0.495,8.255,
18387.950,-0.845,21.572,
18387.963,,,1.00
18387.978,,,0.00
18388.000,-1.131,30.875,
18388.003,,,1.00
18388.017,,,0.00
18388.050,-1.329,36.460,
18388.051,,,1.00
18388.062,,,0.00
18388.100,-1.431,39.410,
18388.150,-1.431,40.684,
18388.200,-1.329,40.387,
18388.250,-1.122,37.490,
18388.300,-0.809,30.264,
18388.350,-0.407,17.383,
18388.400,0.057,-0.925,
18388.450,0.528,-22.253,
18388.500,0.941,-42.691,
18388.550,1.233,-58.399,
18388.600,1.359,-66.846,
18388.650,1.299,-66.951,
18388.700,1.052,-58.678,
18388.750,0.638,-43.337,
18388.800,0.102,-24.173,
18388.850,-0.492,-5.847,
18388.900,-1.082,7.418,
18388.950,-1.634,13.753,
18389.000,-2.135,14.032,
18389.050,-2.592,10.856,
18389.061,,,1.00
18389.076,,,0.00
18389.100,-3.024,7.261,
18389.101,,,1.00
18389.116,,,0.00
18389.149,,,1.00
18389.150,-3.442,5.794,
18389.160,,,0.00
18389.200,-3.856,8.081,
18389.250,-4.263,14.382,
18389.300,-4.642,23.440,
18389.350,-4.964,32.847,
18389.400,-5.196,39.846,
18389.450,-5.317,42.307,
18389.500,-5.317,39.340,
18389.550,-5.206,31.433,
18389.600,-5.008,20.106,
18389.650,-4.756,7.313,
18389.700,-4.488,-5.027,
18389.750,-4.238,-15.394,
18389.800,-4.034,-22.846,
18389.850,-3.896,-27.053,
18389.900,-3.831,-28.170,
18389.950,-3.845,-26.599,
18390.000,-3.929,-22.724,
18390.050,-4.075,-16.720,
18390.100,-4.266,-8.727,
18390.150,-4.486,0.855,
18390.159,,,1.00
18390.174,,,0.00
18390.199,,,1.00
18390.200,-4.705,11.083,
18390.214,,,0.00
18390.248,,,1.00
18390.250,-4.895,20.560,
18390.259,,,0.00
18390.300,-5.028,27.716,
18390.350,-5.082,31.276,
18390.400,-5.047,30.770,
18390.450,-4.924,26.599,
18390.500,-4.731,19.844,
18390.550,-4.485,11.816,
18390.600,-4.208,3.787,
18390.650,-3.927,-3.229,
18390.700,-3.657,-8.692,
18390.750,-3.413,-12.549,
18390.800,-3.204,-15.097,
18390.850,-3.035,-16.685,
18390.900,-2.908,-17.488,
18390.950,-2.827,-17.488,
18391.000,-2.791,-16.633,
18391.050,-2.801,-14.992,
18391.100,-2.848,-12.811,
18391.150,-2.928,-10.350,
18391.200,-3.033,-7.802,
18391.250,-3.159,-5.271,
18391.253,,,1.00
18391.268,,,0.00
18391.292,,,1.00
18391.300,-3.297,-2.810,
18391.307,,,0.00
18391.341,,,1.00
18391.350,-3.442,-0.454,
18391.353,,,0.00
18391.400,-3.588,1.780,
18391.450,-3.729,3.805,
18391.500,-3.859,5.445,
18391.550,-3.976,6.493,
18391.600,-4.073,6.772,
18391.650,-4.152,6.196,
18391.700,-4.213,4.747,
18391.750,-4.260,2.478,
18391.800,-4.299,-0.419,
18391.850,-4.339,-3.578,
18391.900,-4.387,-6.475,
18391.950,-4.455,-8.500,
18392.000,-4.546,-9.006,
18392.050,-4.665,-7.348,
18392.100,-4.810,-3.142,
18392.150,-4.968,3.403,
18392.200,-5.124,11.327,
18392.250,-5.250,19.129,
18392.300,-5.323,25.272,
18392.350,-5.327,28.606,
18392.359,,,1.00
18392.374,,,0.00
18392.399,,,1.00
18392.400,-5.250,28.641,
18392.414,,,0.00
18392.449,,,1.00
18392.450,-5.093,25.604,
18392.460,,,0.00
18392.500,-4.866,20.385,
18392.550,-4.587,14.312,
18392.600,-4.273,8.796,
18392.650,-3.943,4.992,
18392.700,-3.605,3.508,
18392.750,-3.266,4.416,
18392.800,-2.920,7.261,
18392.850,-2.559,11.135,
18392.900,-2.171,14.591,
18392.950,-1.740,15.481,
18393.000,-1.261,11.345,
18393.050,-0.734,0.489,
18393.100,-0.184,-16.493,
18393.150,0.333,-36.146,
18393.200,0.754,-53.320,
18393.250,1.019,-63.390,
18393.300,1.100,-64.054,
18393.350,0.997,-55.536,
18393.400,0.740,-39.794,
18393.450,0.371,-19.792,
18393.466,,,1.00
18393.481,,,0.00
18393.500,-0.050,0.908,
18393.505,,,1.00
18393.520,,,0.00
18393.550,-0.460,18.902,
18393.554,,,1.00
18393.565,,,0.00
18393.600,-0.807,31.974,
18393.650,-1.060,39.671,
18393.700,-1.205,42.900,
18393.750,-1.233,42.918,
18393.800,-1.153,40.387,
18393.850,-0.966,34.907,
18393.900,-0.682,25.464,
18393.950,-0.320,11.449,
18394.000,0.080,-6.370,
18394.050,0.471,-25.587,
18394.100,0.793,-42.796,
18394.150,0.993,-54.734,
18394.200,1.037,-59.202,
18394.250,0.913,-55.362,
18394.300,0.630,-43.843,
18394.350,0.221,-26.930,
18394.400,-0.259,-8.360,
18394.450,-0.752,7.906,
18394.500,-1.210,19.286,
18394.550,-1.604,25.395,
18394.571,,,1.00
18394.586,,,0.00
18394.600,-1.926,27.524,
18394.611,,,1.00
18394.626,,,0.00
18394.650,-2.174,27.437,
18394.659,,,1.00
18394.671,,,0.00
18394.700,-2.355,26.494,
18394.750,-2.468,25.429,
18394.800,-2.518,24.679,
18394.850,-2.509,24.592,
18394.900,-2.439,25.342,
18394.950,-2.311,26.738,
18395.000,-2.114,28.100,
18395.050,-1.846,28.292,
18395.100,-1.502,25.639,
18395.150,-1.082,18.186,
18395.200,-0.600,4.712,
18395.250,-0.088,-14.015,
18395.300,0.396,-34.732,
18395.350,0.785,-52.709,
18395.400,1.024,-63.565,
18395.450,1.076,-64.787,
18395.500,0.942,-56.287,
18395.550,0.647,-40.038,
18395.600,0.242,-19.478,
18395.650,-0.214,1.361,
18395.676,,,1.00
18395.691,,,0.00
18395.700,-0.655,18.937,
18395.716,,,1.00
18395.731,,,0.00
18395.750,-1.032,31.276,
18395.765,,,1.00
18395.776,,,0.00
18395.800,-1.318,38.380,
18395.850,-1.499,41.556,
18395.900,-1.571,42.446,
18395.950,-1.536,42.080,
18396.000,-1.395,40.317,
18396.050,-1.150,35.814,
18396.100,-0.801,26.686,
18396.150,-0.371,11.851,
18396.200,0.105,-7.889,
18396.250,0.569,-29.618,
18396.300,0.952,-49.271,
18396.350,1.195,-63.059,
18396.400,1.260,-68.469,
18396.450,1.131,-64.542,
18396.500,0.817,-51.906,
18396.550,0.357,-33.126,
18396.600,-0.195,-12.531,
18396.650,-0.767,5.096,
18396.700,-1.304,16.581,
18396.750,-1.783,21.468,
18396.780,,,1.00
18396.795,,,0.00
18396.800,-2.196,21.398,
18396.820,,,1.00
18396.835,,,0.00
18396.850,-2.551,18.675,
18396.869,,,1.00
18396.880,,,0.00
18396.900,-2.859,15.167,
18396.950,-3.131,12.008,
18397.000,-3.374,9.704,
18397.050,-3.597,8.290,
18397.100,-3.800,7.540,
18397.150,-3.985,7.173,
18397.200,-4.152,6.929,
18397.250,-4.302,6.580,
18397.300,-4.434,5.934,
18397.350,-4.551,4.922,
18397.400,-4.654,3.665,
18397.450,-4.749,2.478,
18397.500,-4.836,1.833,
18397.550,-4.924,2.217,
18397.600,-5.009,3.910,
18397.650,-5.088,6.842,
18397.700,-5.152,10.559,
18397.750,-5.190,14.312,
18397.800,-5.190,17.279,
18397.850,-5.143,18.797,
18397.879,,,1.00
18397.894,,,0.00
18397.900,-5.044,18.535,
18397.919,,,1.00
18397.934,,,0.00
18397.950,-4.895,16.546,
18397.968,,,1.00
18397.980,,,0.00
18398.000,-4.700,13.282,
18398.050,-4.470,9.530,
18398.100,-4.219,6.109,
18398.150,-3.955,3.613,
18398.200,-3.685,2.356,
18398.250,-3.412,2.443,
18398.300,-3.137,3.805,
18398.350,-2.854,6.144,
18398.400,-2.557,8.954,
18398.450,-2.238,11.502,
18398.500,-1.888,12.706,
18398.550,-1.500,11.153,
18398.600,-1.074,5.515,
18398.650,-0.620,-4.625,
18398.700,-0.168,-18.029,
18398.750,0.242,-31.852,
18398.800,0.564,-42.621,
18398.850,0.762,-47.665,
18398.900,0.823,-45.972,
18398.950,0.754,-38.118,
18398.976,,,1.00
18398.991,,,0.00
18399.000,0.580,-25.726,
18399.015,,,1.00
18399.030,,,0.00
18399.050,0.333,-10.943,
18399.063,,,1.00
18399.074,,,0.00
18399.100,0.061,3.875,
18399.150,-0.196,16.598,
18399.200,-0.402,25.726,
18399.250,-0.533,30.613,
18399.300,-0.576,31.294,
18399.350,-0.534,28.117,
18399.400,-0.413,21.485,
18399.450,-0.231,11.868,
18399.500,-0.014,0.087,
18399.550,0.207,-12.497,
18399.600,0.394,-24.016,
18399.650,0.514,-32.498,
18399.700,0.540,-36.390,
18399.750,0.462,-34.924,
18399.800,0.283,-28.292,
18399.850,0.024,-17.610,
18399.900,-0.287,-4.800,
18399.950,-0.608,7.889,
18400.000,-0.903,18.658,
18400.050,-1.142,26.686,
18400.067,,,1.00
18400.082,,,0.00
18400.100,-1.310,32.149,
18400.106,,,1.00
18400.121,,,0.00
18400.150,-1.392,35.692,
18400.155,,,1.00
18400.165,,,0.00
18400.200,-1.382,37.839,
18400.250,-1.277,38.432,
18400.300,-1.071,36.338,
18400.350,-0.763,29.810,
18400.400,-0.366,17.523,
18400.450,0.093,-0.209,
18400.500,0.561,-20.944,
18400.550,0.974,-40.876,
18400.600,1.271,-56.374,
18400.650,1.409,-65.101,
18400.700,1.367,-66.043,
18400.750,1.140,-59.114,
18400.800,0.748,-45.344,
18400.850,0.228,-27.437,
18400.900,-0.361,-9.617,
18400.950,-0.960,3.875,
18401.000,-1.528,10.681,
18401.050,-2.051,11.153,
18401.100,-2.538,7.802,
18401.150,-3.005,4.049,
18401.159,,,1.00
18401.174,,,0.00
18401.199,,,1.00
18401.200,-3.468,3.124,
18401.213,,,0.00
18401.247,,,1.00
18401.250,-3.940,7.156,
18401.258,,,0.00
18401.300,-4.408,16.441,
18401.350,-4.846,29.217,
18401.400,-5.212,42.115,
18401.450,-5.463,51.383,
18401.500,-5.567,54.262,
18401.550,-5.515,49.864,
18401.600,-5.323,39.235,
18401.650,-5.023,24.749,
18401.700,-4.659,9.338,
18401.750,-4.279,-4.381,
18401.800,-3.918,-14.783,
18401.850,-3.605,-21.415,
18401.900,-3.352,-24.679,
18401.950,-3.168,-25.237,
18402.000,-3.050,-23.771,
18402.050,-2.997,-20.927,
18402.100,-2.997,-17.383,
18402.150,-3.039,-13.718,
18402.200,-3.116,-10.228,
18402.250,-3.217,-6.999,
18402.256,,,1.00
18402.271,,,0.00
18402.296,,,1.00
18402.300,-3.336,-3.979,
18402.311,,,0.00
18402.345,,,1.00
18402.350,-3.464,-1.169,
18402.356,,,0.00
18402.400,-3.594,1.379,
18402.450,-3.721,3.526,
18402.500,-3.836,5.079,
18402.550,-3.938,5.917,
18402.600,-4.023,5.934,
18402.650,-4.090,5.096,
18402.700,-4.144,3.421,
18402.750,-4.186,1.012,
18402.800,-4.225,-1.920,
18402.850,-4.268,-5.061,
18402.900,-4.324,-7.906,
18402.950,-4.401,-9.791,
18403.000,-4.508,-9.966,
18403.050,-4.645,-7.784,
18403.100,-4.808,-2.915,
18403.150,-4.986,4.381,
18403.200,-5.157,13.038,
18403.250,-5.295,21.398,
18403.300,-5.374,27.768,
18403.350,-5.374,30.997,
18403.354,,,1.00
18403.369,,,0.00
18403.394,,,1.00
18403.400,-5.289,30.683,
18403.409,,,0.00
18403.443,,,1.00
18403.450,-5.118,27.105,
18403.454,,,0.00
18403.500,-4.873,21.223,
18403.550,-4.573,14.521,
18403.600,-4.238,8.622,
18403.650,-3.889,4.800,
18403.700,-3.534,3.648,
18403.750,-3.178,5.096,
18403.800,-2.813,8.517,
18403.850,-2.430,12.723,
18403.900,-2.014,15.795,
18403.950,-1.552,15.062,
18404.000,-1.034,7.924,
18404.050,-0.474,-6.510,
18404.100,0.088,-26.163,
18404.150,0.586,-46.286,
18404.200,0.953,-61.488,
18404.250,1.142,-67.928,
18404.300,1.134,-64.333,
18404.350,0.944,-51.714,
18404.400,0.608,-32.673,
18404.448,,,1.00
18404.450,0.182,-10.873,
18404.463,,,0.00
18404.488,,,1.00
18404.500,-0.267,9.739,
18404.502,,,0.00
18404.535,,,1.00
18404.547,,,0.00
18404.550,-0.677,26.058,
18404.600,-1.007,36.757,
18404.650,-1.232,42.254,
18404.700,-1.341,43.913,
18404.750,-1.338,43.005,
18404.800,-1.224,39.916,
18404.850,-1.005,33.929,
18404.900,-0.691,23.771,
18404.950,-0.303,8.796,
18405.000,0.119,-10.001,
18405.050,0.520,-29.828,
18405.100,0.840,-46.967,
18405.150,1.026,-58.032,
18405.200,1.045,-60.895,
18405.250,0.891,-55.030,
18405.300,0.578,-41.556,
18405.350,0.148,-23.265,
18405.400,-0.342,-4.136,
18405.450,-0.834,11.973,
18405.500,-1.277,22.829,
18405.538,,,1.00
18405.550,-1.649,28.431,
18405.552,,,0.00
18405.577,,,1.00
18405.591,,,0.00
18405.600,-1.943,30.281,
18405.625,,,1.00
18405.636,,,0.00
18405.650,-2.157,30.177,
18405.700,-2.295,29.444,
18405.750,-2.361,28.850,
18405.800,-2.355,28.850,
18405.850,-2.279,29.618,
18405.900,-2.133,30.840,
18405.950,-1.909,31.538,
18406.000,-1.601,30.072,
18406.050,-1.210,24.347,
18406.100,-0.741,12.549,
18406.150,-0.221,-5.533,
18406.200,0.298,-27.454,
18406.250,0.748,-48.555,
18406.300,1.059,-63.827,
18406.350,1.184,-69.813,
18406.400,1.109,-65.380,
18406.450,0.847,-51.575,
18406.500,0.438,-31.311,
18406.550,-0.057,-8.884,
18406.600,-0.564,11.153,
18406.624,,,1.00
18406.638,,,0.00
18406.650,-1.026,25.691,
18406.663,,,1.00
18406.677,,,0.00
18406.700,-1.406,34.051,
18406.712,,,1.00
18406.722,,,0.00
18406.750,-1.689,37.577,
18406.800,-1.874,38.362,
18406.850,-1.960,38.153,
18406.900,-1.954,37.943,
18406.950,-1.854,37.821,
18407.000,-1.659,36.914,
18407.050,-1.367,33.441,
18407.100,-0.980,25.220,
18407.150,-0.512,10.769,
18407.200,3.231E-14,-9.372,
18407.250,0.500,-32.114,
18407.300,0.913,-52.726,
18407.350,1.173,-66.672,
18407.400,1.244,-71.105,
18407.450,1.111,-65.223,
18407.500,0.790,-50.231,
18407.550,0.328,-29.287,
18407.600,-0.214,-7.069,
18407.650,-0.759,11.659,
18407.700,-1.255,24.016,
18407.710,,,1.00
18407.725,,,0.00
18407.750,,,1.00
18407.750,-1.673,29.845,
18407.764,,,0.00
18407.796,,,1.00
18407.800,-2.006,30.962,
18407.809,,,0.00
18407.850,-2.257,29.618,
18407.900,-2.435,27.472,
18407.950,-2.543,25.412,
18408.000,-2.590,23.806,
18408.050,-2.579,22.742,
18408.100,-2.512,22.183,
18408.150,-2.391,22.009,
18408.200,-2.215,21.904,
18408.250,-1.984,21.328,
18408.300,-1.696,19.460,
18408.350,-1.356,15.219,
18408.400,-0.969,7.540,
18408.450,-0.551,-3.875,
18408.500,-0.134,-17.750,
18408.550,0.239,-31.276,
18408.600,0.523,-41.190,
18408.650,0.688,-45.152,
18408.700,0.721,-42.481,
18408.750,0.635,-34.016,
18408.795,,,1.00
18408.800,0.454,-21.502,
18408.809,,,0.00
18408.833,,,1.00
18408.848,,,0.00
18408.850,0.214,-7.103,
18408.880,,,1.00
18408.892,,,0.00
18408.900,-0.042,6.946,
18408.950,-0.275,18.692,
18409.000,-0.451,26.808,
18409.050,-0.550,30.770,
18409.100,-0.561,30.648,
18409.150,-0.489,26.756,
18409.200,-0.341,19.426,
18409.250,-0.137,9.128,
18409.300,0.096,-3.229,
18409.350,0.322,-16.109,
18409.400,0.506,-27.541,
18409.450,0.611,-35.552,
18409.500,0.614,-38.694,
18409.550,0.509,-36.355,
18409.600,0.297,-28.850,
18409.650,0.005,-17.471,
18409.700,-0.338,-4.294,
18409.750,-0.688,8.343,
18409.800,-1.010,18.692,
18409.850,-1.275,26.163,
18409.881,,,1.00
18409.895,,,0.00
18409.900,-1.472,31.172,
18409.920,,,1.00
18409.934,,,0.00
18409.950,-1.585,34.558,
18409.967,,,1.00
18409.979,,,0.00
18410.000,-1.612,37.018,
18410.050,-1.544,38.677,
18410.100,-1.379,38.799,
18410.150,-1.111,35.727,
18410.200,-0.740,27.437,
18410.250,-0.283,12.741,
18410.300,0.225,-7.487,
18410.350,0.721,-29.985,
18410.400,1.136,-50.300,
18410.450,1.406,-64.682,
18410.500,1.494,-71.140,
18410.550,1.385,-69.133,
18410.600,1.085,-58.975,
18410.650,0.617,-42.202,
18410.700,0.033,-22.340,
18410.750,-0.603,-4.398,
18410.800,-1.228,7.278,
18410.850,-1.811,11.240,
18410.900,-2.350,9.390,
18410.950,-2.862,5.637,
18410.968,,,1.00
18410.983,,,0.00
18411.000,-3.366,4.049,
18411.008,,,1.00
18411.022,,,0.00
18411.050,-3.875,7.505,
18411.056,,,1.00
18411.067,,,0.00
18411.100,-4.383,16.860,
18411.150,-4.862,30.526,
18411.200,-5.268,44.872,
18411.250,-5.551,55.589,
18411.300,-5.675,59.429,
18411.350,-5.630,55.240,
18411.400,-5.427,44.035,
18411.450,-5.104,28.414,
18411.500,-4.706,11.676,
18411.550,-4.287,-3.142,
18411.600,-3.886,-14.085,
18411.650,-3.533,-20.560,
18411.700,-3.241,-23.056,
18411.750,-3.013,-22.550,
18411.800,-2.845,-20.001,
18411.850,-2.730,-16.109,
18411.900,-2.658,-11.380,
18411.950,-2.614,-6.231,
18412.000,-2.587,-0.942,
18412.050,-2.560,4.381,
18412.056,,,1.00
18412.071,,,0.00
18412.096,,,1.00
18412.100,-2.524,9.774,
18412.110,,,0.00
18412.144,,,1.00
18412.150,-2.465,15.254,
18412.155,,,0.00
18412.200,-2.366,20.787,
18412.250,-2.215,26.232,
18412.300,-2.000,31.015,
18412.350,-1.703,33.702,
18412.400,-1.313,31.887,
18412.450,-0.826,22.951,
18412.500,-0.258,5.742,
18412.550,0.349,-17.890,
18412.600,0.914,-43.197,
18412.650,1.359,-64.682,
18412.700,1.618,-78.400,
18412.750,1.659,-82.554,
18412.800,1.472,-76.690,
18412.850,1.068,-61.401,
18412.900,0.489,-39.357,
18412.950,-0.196,-15.900,
18413.000,-0.906,2.653,
18413.050,-1.577,12.252,
18413.100,-2.191,13.282,
18413.146,,,1.00
18413.150,-2.763,9.879,
18413.161,,,0.00
18413.186,,,1.00
18413.200,-3.313,7.418,
18413.201,,,0.00
18413.233,,,1.00
18413.246,,,0.00
18413.250,-3.861,10.105,
18413.300,-4.405,19.391,
18413.350,-4.915,33.563,
18413.400,-5.345,48.538,
18413.450,-5.641,59.603,
18413.500,-5.768,63.286,
18413.550,-5.713,58.346,
18413.600,-5.492,45.920,
18413.650,-5.144,28.903,
18413.700,-4.723,10.961,
18413.750,-4.282,-4.590,
18413.800,-3.866,-15.691,
18413.850,-3.503,-21.852,
18413.900,-3.203,-23.789,
18413.950,-2.970,-22.619,
18414.000,-2.798,-19.303,
18414.050,-2.677,-14.539,
18414.100,-2.595,-8.919,
18414.150,-2.535,-2.950,
18414.200,-2.482,3.107,
18414.235,,,1.00
18414.250,-2.422,9.215,
18414.250,,,0.00
18414.275,,,1.00
18414.289,,,0.00
18414.300,-2.339,15.429,
18414.322,,,1.00
18414.334,,,0.00
18414.350,-2.218,21.712,
18414.400,-2.042,27.716,
18414.450,-1.797,32.428,
18414.500,-1.464,33.842,
18414.550,-1.034,29.252,
18414.600,-0.507,16.546,
18414.650,0.085,-3.962,
18414.700,0.683,-28.746,
18414.750,1.203,-52.430,
18414.800,1.572,-70.372,
18414.850,1.745,-80.128,
18414.900,1.698,-80.861,
18414.950,1.428,-72.344,
18415.000,0.953,-55.397,
18415.050,0.320,-33.318,
18415.100,-0.396,-11.921,
18415.150,-1.118,2.950,
18415.200,-1.803,8.692,
18415.250,-2.446,7.418,
18415.300,-3.065,4.643,
18415.326,,,1.00
18415.341,,,0.00
18415.350,-3.687,6.370,
18415.365,,,1.00
18415.380,,,0.00
18415.400,-4.320,16.127,
18415.414,,,1.00
18415.425,,,0.00
18415.450,-4.935,33.214,
18415.500,-5.479,53.093,
18415.550,-5.878,69.639,
18415.600,-6.077,77.894,
18415.650,-6.055,75.643,
18415.700,-5.818,63.530,
18415.750,-5.404,44.628,
18415.800,-4.871,23.702,
18415.850,-4.288,5.847,
18415.900,-3.713,-5.376,
18415.950,-3.173,-9.198,
18416.000,-2.669,-7.435,
18416.050,-2.190,-3.281,
18416.100,-1.715,-0.070,
18416.150,-1.230,-0.401,
18416.200,-0.734,-5.603,
18416.250,-0.237,-15.341,
18416.300,0.229,-27.576,
18416.350,0.625,-39.148,
18416.400,0.911,-46.932,
18416.412,,,1.00
18416.427,,,0.00
18416.450,1.065,-49.009,
18416.451,,,1.00
18416.466,,,0.00
18416.499,,,1.00
18416.500,1.079,-45.082,
18416.510,,,0.00
18416.550,0.969,-36.146,
18416.600,0.762,-23.824,
18416.650,0.490,-9.966,
18416.700,0.195,3.491,
18416.750,-0.086,14.731,
18416.800,-0.320,22.410,
18416.850,-0.489,25.953,
18416.900,-0.581,25.552,
18416.950,-0.603,21.956,
18417.000,-0.564,16.127,
18417.050,-0.484,8.988,
18417.100,-0.379,1.431,
18417.150,-0.270,-5.498,
18417.200,-0.181,-10.629,
18417.250,-0.126,-13.020,
18417.300,-0.110,-12.322,
18417.350,-0.134,-8.884,
18417.400,-0.184,-3.578,
18417.450,-0.243,2.513,
18417.500,-0.297,8.360,
18417.500,,,1.00
18417.515,,,0.00
18417.539,,,1.00
18417.550,-0.327,13.055,
18417.554,,,0.00
18417.587,,,1.00
18417.598,,,0.00
18417.600,-0.319,15.865,
18417.650,-0.265,16.301,
18417.700,-0.165,14.155,
18417.750,-0.024,9.442,
18417.800,0.148,2.443,
18417.850,0.330,-6.074,
18417.900,0.498,-14.818,
18417.950,0.625,-22.340,
18418.000,0.690,-27.489,
18418.050,0.679,-29.653,
18418.100,0.586,-28.676,
18418.150,0.413,-24.749,
18418.200,0.174,-18.378,
18418.250,-0.116,-10.367,
18418.300,-0.434,-1.815,
18418.350,-0.754,6.126,
18418.400,-1.054,12.636,
18418.450,-1.318,17.558,
18418.500,-1.535,21.310,
18418.550,-1.698,24.435,
18418.589,,,1.00
18418.600,-1.800,27.332,
18418.603,,,0.00
18418.628,,,1.00
18418.642,,,0.00
18418.650,-1.833,30.247,
18418.676,,,1.00
18418.687,,,0.00
18418.700,-1.791,33.266,
18418.750,-1.668,35.989,
18418.800,-1.451,37.106,
18418.850,-1.136,34.435,
18418.900,-0.718,25.656,
18418.950,-0.215,9.756,
18419.000,0.331,-11.764,
18419.050,0.853,-35.011,
18419.100,1.277,-55.327,
18419.150,1.544,-69.202,
18419.200,1.618,-74.944,
18419.250,1.484,-72.100,
18419.300,1.153,-60.964,
18419.350,0.647,-43.197,
18419.400,0.022,-22.689,
18419.450,-0.652,-4.835,
18419.500,-1.313,5.986,
18419.550,-1.935,8.762,
18419.600,-2.520,6.178,
18419.650,-3.088,3.142,
18419.678,,,1.00
18419.692,,,0.00
18419.700,-3.662,4.555,
18419.717,,,1.00
18419.732,,,0.00
18419.750,-4.246,13.265,
18419.766,,,1.00
18419.776,,,0.00
18419.800,-4.821,28.728,
18419.850,-5.331,47.072,
18419.900,-5.718,62.849,
18419.950,-5.925,71.332,
18420.000,-5.927,70.162,
18420.050,-5.730,59.725,
18420.100,-5.366,42.708,
18420.150,-4.888,23.335,
18420.200,-4.359,6.074,
18420.250,-3.833,-5.812,
18420.300,-3.338,-11.257,
18420.350,-2.886,-11.205,
18420.400,-2.469,-7.679,
18420.450,-2.073,-2.915,
18420.500,-1.684,1.100,
18420.550,-1.285,2.705,
18420.600,-0.870,0.733,
18420.650,-0.443,-5.236,
18420.700,-0.019,-14.504,
18420.750,0.374,-25.168,
18420.769,,,1.00
18420.783,,,0.00
18420.800,0.701,-34.645,
18420.808,,,1.00
18420.822,,,0.00
18420.850,0.930,-40.614,
18420.856,,,1.00
18420.867,,,0.00
18420.900,1.045,-41.853,
18420.950,1.043,-38.380,
18421.000,0.936,-31.032,
18421.050,0.746,-21.049,
18421.100,0.500,-9.879,
18421.150,0.229,0.908,
18421.200,-0.033,9.861,
18421.250,-0.264,15.987,
18421.300,-0.446,18.902,
18421.350,-0.573,18.832,
18421.400,-0.649,16.441,
18421.450,-0.679,12.654,
18421.500,-0.677,8.517,
18421.550,-0.655,5.027,
18421.600,-0.625,2.915,
18421.650,-0.592,2.443,
18421.700,-0.558,3.386,
18421.750,-0.515,5.201,
18421.800,-0.462,7.243,
18421.850,-0.388,8.814,
18421.859,,,1.00
18421.874,,,0.00
18421.898,,,1.00
18421.900,-0.291,9.233,
18421.913,,,0.00
18421.946,,,1.00
18421.950,-0.165,7.976,
18421.957,,,0.00
18422.000,-0.014,4.887,
18422.050,0.152,0.175,
18422.100,0.322,-5.690,
18422.150,0.479,-11.990,
18422.200,0.606,-17.785,
18422.250,0.683,-22.096,
18422.300,0.701,-24.278,
18422.350,0.650,-24.120,
18422.400,0.536,-21.764,
18422.450,0.361,-17.558,
18422.500,0.140,-12.078,
18422.550,-0.113,-6.056,
18422.600,-0.380,-0.157,
18422.650,-0.646,5.201,
18422.700,-0.897,9.879,
18422.750,-1.122,13.910,
18422.800,-1.310,17.471,
18422.850,-1.455,20.822,
18422.900,-1.547,24.190,
18422.949,,,1.00
18422.950,-1.580,27.646,
18422.964,,,0.00
18422.989,,,1.00
18423.000,-1.544,30.997,
18423.004,,,0.00
18423.037,,,1.00
18423.049,,,0.00
18423.050,-1.429,33.667,
18423.100,-1.228,34.418,
18423.150,-0.933,31.311,
18423.200,-0.545,22.445,
18423.250,-0.080,7.278,
18423.300,0.416,-12.444,
18423.350,0.884,-33.126,
18423.400,1.260,-50.824,
18423.450,1.492,-62.710,
18423.500,1.549,-67.457,
18423.550,1.422,-64.734,
18423.600,1.115,-54.821,
18423.650,0.653,-39.165,
18423.700,0.085,-21.049,
18423.750,-0.531,-5.009,
18423.800,-1.139,5.114,
18423.850,-1.714,8.029,
18423.900,-2.251,5.393,
18423.950,-2.772,0.908,
18424.000,-3.296,-1.152,
18424.042,,,1.00
18424.050,-3.841,2.688,
18424.056,,,0.00
18424.081,,,1.00
18424.096,,,0.00
18424.100,-4.398,13.771,
18424.130,,,1.00
18424.141,,,0.00
18424.150,-4.942,30.526,
18424.200,-5.413,48.765,
18424.250,-5.752,63.321,
18424.300,-5.909,70.110,
18424.350,-5.867,67.387,
18424.400,-5.633,55.973,
18424.450,-5.243,38.851,
18424.500,-4.752,20.368,
18424.550,-4.221,4.852,
18424.600,-3.695,-4.904,
18424.650,-3.198,-8.378,
18424.700,-2.735,-6.999,
18424.750,-2.295,-3.229,
18424.800,-1.861,0.314,
18424.850,-1.420,1.414,
18424.900,-0.966,-1.379,
18424.950,-0.503,-8.447,
18425.000,-0.050,-18.780,
18425.050,0.358,-30.037,
18425.100,0.686,-39.305,
18425.138,,,1.00
18425.150,0.903,-44.209,
18425.152,,,0.00
18425.177,,,1.00
18425.192,,,0.00
18425.200,0.994,-43.703,
18425.224,,,1.00
18425.236,,,0.00
18425.250,0.964,-38.083,
18425.300,0.829,-28.501,
18425.350,0.617,-16.528,
18425.400,0.363,-3.927,
18425.450,0.101,7.557,
18425.500,-0.135,16.441,
18425.550,-0.320,21.782,
