Time (s) Auto,Angle (rad) pi/4 forskydt,Angular Velocity (rad/s) pi/4 forskydt
21.84,0.258,9.49
21.86,0.448,9.32
21.88,0.633,8.98
21.9,0.809,8.469
21.92,0.974,7.775
21.94,1.123,6.925
21.96,1.252,5.93
21.98,1.362,4.83
22,1.447,3.652
22.02,1.508,2.395
22.04,1.544,1.1
22.06,1.552,-0.236
22.08,1.535,-1.558
22.1,1.489,-2.854
22.12,1.42,-4.136
22.14,1.324,-5.367
22.16,1.203,-6.532
22.18,1.062,-7.579
22.2,0.898,-8.522
22.22,0.719,-9.333
22.24,0.523,-9.975
22.26,0.317,-10.446
22.28,0.104,-10.747
22.3,-0.115,-10.891
22.32,-0.335,-10.891
22.34,-0.551,-10.773
22.36,-0.767,-10.564
22.38,-0.975,-10.289
22.4,-1.178,-9.988
22.42,-1.374,-9.713
22.44,-1.566,-9.451
22.46,-1.753,-9.215
22.48,-1.934,-9.032
22.5,-2.113,-8.914
22.52,-2.29,-8.862
22.54,-2.466,-8.875
22.56,-2.644,-8.967
22.58,-2.824,-9.111
22.6,-3.008,-9.294
22.62,-3.195,-9.53
22.64,-3.388,-9.804
22.66,-3.588,-10.079
22.68,-3.792,-10.328
22.7,-4.001,-10.524
22.72,-4.214,-10.629
22.74,-4.428,-10.603
22.76,-4.64,-10.42
22.78,-4.847,-10.066
22.8,-5.045,-9.516
22.82,-5.231,-8.77
22.84,-5.399,-7.828
22.86,-5.546,-6.702
22.88,-5.669,-5.419
22.9,-5.765,-4.006
22.92,-5.831,-2.5
22.94,-5.865,-0.942
22.96,-5.868,0.615
22.98,-5.84,2.16
23,-5.782,3.652
23.02,-5.693,5.053
23.04,-5.578,6.336
23.06,-5.438,7.474
23.08,-5.276,8.443
23.1,-5.097,9.215
23.12,-4.906,9.791
23.14,-4.703,10.184
23.16,-4.496,10.393
23.18,-4.285,10.446
23.2,-4.076,10.367
23.22,-3.869,10.197
23.24,-3.668,9.961
23.26,-3.47,9.687
23.28,-3.28,9.399
23.3,-3.094,9.111
23.32,-2.915,8.836
23.34,-2.741,8.587
23.36,-2.573,8.391
23.38,-2.406,8.234
23.4,-2.243,8.116
23.42,-2.083,8.037
23.44,-1.923,8.011
23.46,-1.762,8.024
23.48,-1.602,8.05
23.5,-1.44,8.103
23.52,-1.279,8.181
23.54,-1.114,8.26
23.56,-0.947,8.338
23.58,-0.781,8.391
23.6,-0.611,8.404
23.62,-0.443,8.364
23.64,-0.276,8.26
23.66,-0.112,8.077
23.68,0.049,7.789
23.7,0.201,7.396
23.72,0.346,6.912
23.74,0.479,6.336
23.76,0.6,5.668
23.78,0.707,4.922
23.8,0.798,4.11
23.82,0.872,3.246
23.84,0.928,2.369
23.86,0.966,1.492
23.88,0.988,0.615
23.9,0.991,-0.249
23.92,0.977,-1.06
23.94,0.947,-1.793
23.96,0.905,-2.474
23.98,0.848,-3.089
24,0.779,-3.626
24.02,0.702,-4.071
24.04,0.616,-4.424
24.06,0.523,-4.673
24.08,0.427,-4.817
24.1,0.33,-4.869
24.12,0.231,-4.83
24.14,0.135,-4.712
24.16,0.042,-4.516
24.18,-0.047,-4.267
24.2,-0.129,-3.953
24.22,-0.206,-3.6
24.24,-0.273,-3.22
24.26,-0.335,-2.814
24.28,-0.386,-2.422
24.3,-0.43,-2.029
24.32,-0.468,-1.649
24.34,-0.496,-1.27
24.36,-0.518,-0.929
24.38,-0.533,-0.641
24.4,-0.543,-0.393
24.42,-0.548,-0.17
24.44,-0.55,0.013
24.46,-0.547,0.144
24.48,-0.543,0.236
24.5,-0.537,0.288
24.52,-0.531,0.314
24.54,-0.525,0.301
24.56,-0.518,0.275
24.58,-0.514,0.236
24.6,-0.509,0.196
24.62,-0.506,0.17
24.64,-0.503,0.157
24.66,-0.5,0.157
24.68,-0.496,0.17
24.7,-0.493,0.223
24.72,-0.489,0.301
24.74,-0.481,0.406
24.76,-0.473,0.537
24.78,-0.46,0.707
24.8,-0.445,0.916
24.82,-0.424,1.139
24.84,-0.399,1.388
24.86,-0.369,1.649
24.88,-0.333,1.924
24.9,-0.292,2.212
24.92,-0.245,2.5
24.94,-0.192,2.775
24.96,-0.134,3.024
24.98,-0.071,3.246
25,-0.003,3.443
25.02,0.068,3.6
25.04,0.141,3.704
25.06,0.217,3.744
25.08,0.292,3.731
25.1,0.366,3.652
25.12,0.44,3.508
25.14,0.507,3.286
25.16,0.572,2.971
25.18,0.628,2.592
25.2,0.675,2.147
25.22,0.715,1.676
25.24,0.743,1.152
25.26,0.762,0.576
25.28,0.767,-0.039
25.3,0.76,-0.668
25.32,0.74,-1.283
25.34,0.708,-1.898
25.36,0.664,-2.5
25.38,0.608,-3.089
25.4,0.54,-3.639
25.42,0.462,-4.15
25.44,0.374,-4.621
25.46,0.276,-5.04
25.48,0.171,-5.406
25.5,0.06,-5.694
25.52,-0.058,-5.904
25.54,-0.178,-6.048
25.56,-0.3,-6.139
25.58,-0.424,-6.178
25.6,-0.548,-6.139
25.62,-0.671,-6.034
25.64,-0.79,-5.89
25.66,-0.906,-5.707
25.68,-1.019,-5.485
25.7,-1.126,-5.223
25.72,-1.228,-4.948
25.74,-1.324,-4.647
25.76,-1.415,-4.307
25.78,-1.497,-3.94
25.8,-1.572,-3.56
25.82,-1.64,-3.181
25.84,-1.7,-2.762
25.86,-1.751,-2.317
25.88,-1.792,-1.846
25.9,-1.825,-1.361
25.92,-1.847,-0.877
25.94,-1.86,-0.367
25.96,-1.863,0.17
25.98,-1.854,0.746
26,-1.833,1.335
26.02,-1.8,1.937
26.04,-1.756,2.579
26.06,-1.698,3.259
26.08,-1.626,3.966
26.1,-1.539,4.699
26.12,-1.439,5.472
26.14,-1.321,6.27
26.16,-1.188,7.069
26.18,-1.038,7.841
26.2,-0.873,8.6
26.22,-0.694,9.307
26.24,-0.5,9.922
26.26,-0.295,10.407
26.28,-0.082,10.721
26.3,0.137,10.839
26.32,0.355,10.721
26.34,0.569,10.38
26.36,0.773,9.804
26.38,0.964,8.993
26.4,1.136,7.959
26.42,1.285,6.741
26.44,1.407,5.367
26.46,1.502,3.862
26.48,1.563,2.278
26.5,1.593,0.628
26.52,1.59,-1.047
26.54,1.55,-2.736
26.56,1.48,-4.398
26.58,1.374,-6.008
26.6,1.238,-7.54
26.62,1.071,-8.954
26.64,0.878,-10.223
26.66,0.66,-11.31
26.68,0.423,-12.174
26.7,0.17,-12.802
26.72,-0.093,-13.208
26.74,-0.361,-13.391
26.76,-0.631,-13.365
26.78,-0.898,-13.169
26.8,-1.159,-12.881
26.82,-1.414,-12.553
26.84,-1.662,-12.213
26.86,-1.902,-11.873
26.88,-2.136,-11.558
26.9,-2.364,-11.31
26.92,-2.587,-11.153
26.94,-2.809,-11.074
26.96,-3.03,-11.061
26.98,-3.25,-11.1
27,-3.473,-11.179
27.02,-3.698,-11.257
27.04,-3.924,-11.297
27.06,-4.15,-11.27
27.08,-4.376,-11.14
27.1,-4.598,-10.852
27.12,-4.813,-10.393
27.14,-5.016,-9.752
27.16,-5.206,-8.927
27.18,-5.375,-7.919
27.2,-5.524,-6.741
27.22,-5.647,-5.419
27.24,-5.743,-3.979
27.26,-5.807,-2.474
27.28,-5.842,-0.929
27.3,-5.845,0.615
27.32,-5.817,2.121
27.34,-5.759,3.547
27.36,-5.674,4.869
27.38,-5.562,6.074
27.4,-5.429,7.134
27.42,-5.275,8.011
27.44,-5.105,8.692
27.46,-4.924,9.176
27.48,-4.736,9.477
27.5,-4.543,9.582
27.52,-4.35,9.516
27.54,-4.161,9.307
27.56,-3.976,9.006
27.58,-3.8,8.626
27.6,-3.63,8.181
27.62,-3.471,7.71
27.64,-3.322,7.213
27.66,-3.182,6.702
27.68,-3.054,6.178
27.7,-2.936,5.681
27.72,-2.827,5.223
27.74,-2.727,4.791
27.76,-2.636,4.385
27.78,-2.553,4.019
27.8,-2.476,3.704
27.82,-2.405,3.443
27.84,-2.339,3.22
27.86,-2.276,3.05
27.88,-2.218,2.945
27.9,-2.16,2.906
27.92,-2.102,2.919
27.94,-2.044,2.985
27.96,-1.984,3.129
27.98,-1.92,3.364
28,-1.85,3.652
28.02,-1.773,3.992
28.04,-1.692,4.385
28.06,-1.599,4.843
28.08,-1.499,5.367
28.1,-1.385,5.943
28.12,-1.261,6.558
28.14,-1.123,7.186
28.16,-0.974,7.841
28.18,-0.811,8.495
28.2,-0.633,9.111
28.22,-0.445,9.634
28.24,-0.247,10.053
28.26,-0.041,10.354
28.28,0.17,10.485
28.3,0.382,10.42
28.32,0.589,10.145
28.34,0.79,9.647
28.36,0.979,8.954
28.38,1.15,8.063
28.4,1.304,7.016
28.42,1.433,5.825
28.44,1.538,4.503
28.46,1.615,3.102
28.48,1.662,1.636
28.5,1.681,0.144
28.52,1.668,-1.361
28.54,1.626,-2.867
28.56,1.554,-4.346
28.58,1.451,-5.786
28.6,1.321,-7.16
28.62,1.164,-8.43
28.64,0.982,-9.569
28.66,0.779,-10.551
28.68,0.558,-11.362
28.7,0.322,-11.977
28.72,0.075,-12.37
28.74,-0.176,-12.579
28.76,-0.429,-12.632
28.78,-0.683,-12.553
28.8,-0.933,-12.357
28.82,-1.178,-12.095
28.84,-1.417,-11.82
28.86,-1.651,-11.572
28.88,-1.879,-11.362
28.9,-2.105,-11.205
28.92,-2.326,-11.126
28.94,-2.548,-11.14
28.96,-2.771,-11.244
28.98,-2.997,-11.414
29,-3.226,-11.65
29.02,-3.462,-11.925
29.04,-3.704,-12.2
29.06,-3.951,-12.422
29.08,-4.202,-12.553
29.1,-4.455,-12.553
29.12,-4.706,-12.37
29.14,-4.953,-11.964
29.16,-5.188,-11.31
29.18,-5.408,-10.42
29.2,-5.608,-9.307
29.22,-5.784,-7.972
29.24,-5.93,-6.427
29.26,-6.043,-4.739
29.28,-6.12,-2.958
29.3,-6.162,-1.126
29.32,-6.165,0.72
29.34,-6.132,2.553
29.36,-6.063,4.32
29.38,-5.958,5.995
29.4,-5.821,7.54
29.42,-5.655,8.914
29.44,-5.462,10.092
29.46,-5.248,11.048
29.48,-5.017,11.781
29.5,-4.774,12.278
29.52,-4.522,12.54
29.54,-4.269,12.619
29.56,-4.017,12.579
29.58,-3.765,12.449
29.6,-3.517,12.239
29.62,-3.275,12.004
29.64,-3.038,11.794
29.66,-2.804,11.637
29.68,-2.573,11.519
29.7,-2.344,11.467
29.72,-2.116,11.493
29.74,-1.885,11.585
29.76,-1.652,11.716
29.78,-1.417,11.873
29.8,-1.178,12.03
29.82,-0.935,12.148
29.84,-0.691,12.187
29.86,-0.446,12.108
29.88,-0.204,11.873
29.9,0.031,11.441
29.92,0.256,10.812
29.94,0.467,9.988
29.96,0.658,8.98
29.98,0.828,7.802
30,0.972,6.493
30.02,1.089,5.092
30.04,1.177,3.639
30.06,1.235,2.16
30.08,1.263,0.681
30.1,1.261,-0.746
30.12,1.232,-2.107
30.14,1.177,-3.377
30.16,1.095,-4.529
30.18,0.993,-5.537
30.2,0.872,-6.388
30.22,0.735,-7.095
30.24,0.586,-7.618
30.26,0.427,-7.933
30.28,0.265,-8.037
30.3,0.104,-7.959
30.32,-0.055,-7.71
30.34,-0.207,-7.317
30.36,-0.349,-6.794
30.38,-0.481,-6.165
30.4,-0.597,-5.445
30.42,-0.699,-4.66
30.44,-0.784,-3.835
30.46,-0.853,-2.985
30.48,-0.903,-2.134
30.5,-0.938,-1.283
30.52,-0.955,-0.458
30.54,-0.955,0.34
30.56,-0.941,1.1
30.58,-0.911,1.82
30.6,-0.867,2.5
30.62,-0.811,3.129
30.64,-0.741,3.704
30.66,-0.661,4.215
30.68,-0.572,4.634
30.7,-0.474,4.961
30.72,-0.372,5.197
30.74,-0.265,5.328
30.76,-0.157,5.341
30.78,-0.05,5.223
30.8,0.053,4.974
30.82,0.151,4.595
30.84,0.239,4.097
30.86,0.316,3.495
30.88,0.38,2.788
30.9,0.429,2.003
30.92,0.46,1.165
30.94,0.476,0.301
30.96,0.473,-0.563
30.98,0.452,-1.401
31,0.416,-2.186
31.02,0.364,-2.919
31.04,0.298,-3.574
31.06,0.22,-4.123
31.08,0.132,-4.555
31.1,0.036,-4.856
31.12,-0.064,-5.04
31.14,-0.167,-5.105
31.16,-0.27,-5.053
31.18,-0.371,-4.883
31.2,-0.467,-4.595
31.22,-0.556,-4.215
31.24,-0.636,-3.744
31.26,-0.707,-3.194
31.28,-0.765,-2.592
31.3,-0.811,-1.95
31.32,-0.844,-1.27
31.34,-0.862,-0.55
31.36,-0.866,0.183
31.38,-0.855,0.903
31.4,-0.829,1.623
31.42,-0.79,2.356
31.44,-0.735,3.089
31.46,-0.666,3.809
31.48,-0.583,4.49
31.5,-0.485,5.105
31.52,-0.377,5.642
31.54,-0.259,6.113
31.56,-0.132,6.493
31.58,0.003,6.741
31.6,0.14,6.846
31.62,0.278,6.807
31.64,0.415,6.61
31.66,0.545,6.244
31.68,0.666,5.72
31.7,0.776,5.053
31.72,0.87,4.254
31.74,0.947,3.351
31.76,1.005,2.356
31.78,1.043,1.27
31.8,1.057,0.118
31.82,1.048,-1.047
31.84,1.015,-2.199
31.86,0.96,-3.338
31.88,0.881,-4.451
31.9,0.781,-5.511
31.92,0.66,-6.48
31.94,0.52,-7.343
31.96,0.364,-8.077
31.98,0.195,-8.679
32,0.016,-9.124
32.02,-0.173,-9.412
32.04,-0.363,-9.556
32.06,-0.556,-9.556
32.08,-0.748,-9.438
32.1,-0.935,-9.215
32.12,-1.117,-8.927
32.14,-1.293,-8.587
32.16,-1.461,-8.194
32.18,-1.621,-7.789
32.2,-1.772,-7.383
32.22,-1.916,-6.977
32.24,-2.051,-6.571
32.26,-2.179,-6.192
32.28,-2.298,-5.851
32.3,-2.413,-5.524
32.32,-2.52,-5.21
32.34,-2.62,-4.909
32.36,-2.716,-4.634
32.38,-2.805,-4.385
32.4,-2.89,-4.163
32.42,-2.972,-3.953
32.44,-3.049,-3.744
32.46,-3.121,-3.547
32.48,-3.19,-3.364
32.5,-3.256,-3.194
32.52,-3.318,-3.037
32.54,-3.377,-2.893
32.56,-3.434,-2.762
32.58,-3.487,-2.631
32.6,-3.539,-2.526
32.62,-3.588,-2.448
32.64,-3.636,-2.382
32.66,-3.684,-2.317
32.68,-3.729,-2.265
32.7,-3.773,-2.238
32.72,-3.819,-2.251
32.74,-3.863,-2.278
32.76,-3.91,-2.317
32.78,-3.955,-2.382
32.8,-4.004,-2.474
32.82,-4.054,-2.605
32.84,-4.108,-2.749
32.86,-4.164,-2.906
32.88,-4.224,-3.063
32.9,-4.287,-3.246
32.92,-4.353,-3.443
32.94,-4.425,-3.639
32.96,-4.499,-3.835
32.98,-4.577,-4.019
33,-4.661,-4.189
33.02,-4.745,-4.307
33.04,-4.833,-4.385
33.06,-4.921,-4.424
33.08,-5.011,-4.385
33.1,-5.099,-4.267
33.12,-5.182,-4.071
33.14,-5.262,-3.796
33.16,-5.336,-3.416
33.18,-5.4,-2.932
33.2,-5.454,-2.369
33.22,-5.496,-1.741
33.24,-5.524,-1.047
33.26,-5.539,-0.301
33.28,-5.537,0.471
33.3,-5.52,1.27
33.32,-5.487,2.068
33.34,-5.437,2.854
33.36,-5.372,3.626
33.38,-5.292,4.359
33.4,-5.196,5.027
33.42,-5.089,5.616
33.44,-4.972,6.139
33.46,-4.843,6.597
33.48,-4.706,6.951
33.5,-4.563,7.213
33.52,-4.417,7.409
33.54,-4.266,7.54
33.56,-4.114,7.618
33.58,-3.962,7.658
33.6,-3.808,7.671
33.62,-3.654,7.671
33.64,-3.501,7.658
33.66,-3.347,7.658
33.68,-3.195,7.684
33.7,-3.041,7.749
33.72,-2.886,7.867
33.74,-2.727,8.011
33.76,-2.565,8.207
33.78,-2.4,8.456
33.8,-2.227,8.77
33.82,-2.05,9.137
33.84,-1.863,9.543
33.86,-1.668,9.988
33.88,-1.464,10.433
33.9,-1.25,10.878
33.92,-1.029,11.297
33.94,-0.798,11.65
33.96,-0.561,11.886
33.98,-0.32,11.951
34,-0.08,11.82
34.02,0.156,11.454
34.04,0.382,10.825
34.06,0.592,9.948
34.08,0.782,8.849
34.1,0.949,7.553
34.12,1.087,6.087
34.14,1.194,4.49
34.16,1.268,2.801
34.18,1.307,1.073
34.2,1.31,-0.628
34.22,1.28,-2.278
34.24,1.219,-3.848
34.26,1.125,-5.328
34.28,1.004,-6.663
34.3,0.856,-7.802
34.32,0.688,-8.744
34.34,0.504,-9.451
34.36,0.306,-9.935
34.38,0.104,-10.184
34.4,-0.104,-10.197
34.42,-0.308,-10.001
34.44,-0.506,-9.608
34.46,-0.694,-9.071
34.48,-0.87,-8.417
34.5,-1.032,-7.671
34.52,-1.178,-6.872
34.54,-1.307,-6.034
34.56,-1.42,-5.171
34.58,-1.514,-4.294
34.6,-1.591,-3.43
34.62,-1.651,-2.592
34.64,-1.695,-1.754
34.66,-1.722,-0.916
34.68,-1.731,-0.092
34.7,-1.725,0.694
34.72,-1.703,1.466
34.74,-1.667,2.238
34.76,-1.613,2.998
34.78,-1.546,3.744
34.8,-1.464,4.49
34.82,-1.367,5.236
34.84,-1.253,5.956
34.86,-1.128,6.637
34.88,-0.988,7.278
34.9,-0.836,7.854
34.92,-0.672,8.325
34.94,-0.501,8.692
34.96,-0.324,8.927
34.98,-0.141,8.993
35,0.039,8.875
35.02,0.215,8.561
35.04,0.385,8.05
35.06,0.54,7.343
35.08,0.68,6.453
35.1,0.801,5.393
35.12,0.898,4.176
35.14,0.969,2.854
35.16,1.013,1.466
35.18,1.029,0.039
35.2,1.015,-1.388
35.22,0.972,-2.762
35.24,0.903,-4.071
35.26,0.809,-5.288
35.28,0.69,-6.388
35.3,0.551,-7.317
35.32,0.394,-8.063
35.34,0.226,-8.613
35.36,0.047,-8.954
35.38,-0.135,-9.098
35.4,-0.319,-9.058
35.42,-0.5,-8.862
35.44,-0.675,-8.508
35.46,-0.842,-8.024
35.48,-0.997,-7.435
35.5,-1.14,-6.781
35.52,-1.269,-6.087
35.54,-1.384,-5.367
35.56,-1.484,-4.621
35.58,-1.569,-3.848
35.6,-1.638,-3.063
35.62,-1.692,-2.278
35.64,-1.729,-1.492
35.66,-1.751,-0.707
35.68,-1.758,0.065
35.7,-1.748,0.812
35.72,-1.725,1.558
35.74,-1.687,2.33
35.76,-1.632,3.115
35.78,-1.561,3.888
35.8,-1.477,4.66
35.82,-1.376,5.445
35.84,-1.258,6.231
35.86,-1.126,7.003
35.88,-0.979,7.736
35.9,-0.815,8.404
35.92,-0.641,8.967
35.94,-0.456,9.412
35.96,-0.262,9.726
35.98,-0.064,9.857
36,0.135,9.791
36.02,0.33,9.516
36.04,0.518,9.006
36.06,0.694,8.273
36.08,0.851,7.33
36.1,0.99,6.205
36.12,1.103,4.922
36.14,1.188,3.495
36.16,1.244,1.977
36.18,1.268,0.406
36.2,1.26,-1.178
36.22,1.221,-2.749
36.24,1.15,-4.294
36.26,1.048,-5.76
36.28,0.917,-7.095
36.3,0.762,-8.286
36.32,0.584,-9.307
36.34,0.386,-10.119
36.36,0.176,-10.708
36.38,-0.044,-11.061
36.4,-0.27,-11.192
36.42,-0.495,-11.113
36.44,-0.716,-10.865
36.46,-0.931,-10.498
36.48,-1.137,-10.027
36.5,-1.334,-9.49
36.52,-1.517,-8.914
36.54,-1.69,-8.312
36.56,-1.85,-7.723
36.58,-1.998,-7.147
36.6,-2.136,-6.597
36.62,-2.262,-6.074
36.64,-2.378,-5.576
36.66,-2.485,-5.105
36.68,-2.582,-4.66
36.7,-2.67,-4.254
36.72,-2.752,-3.888
36.74,-2.826,-3.56
36.76,-2.893,-3.246
36.78,-2.956,-2.945
36.8,-3.011,-2.657
36.82,-3.061,-2.395
36.84,-3.107,-2.173
36.86,-3.148,-1.963
36.88,-3.186,-1.78
36.9,-3.219,-1.623
36.92,-3.25,-1.492
36.94,-3.278,-1.401
36.96,-3.305,-1.335
36.98,-3.332,-1.296
37,-3.357,-1.27
37.02,-3.382,-1.283
37.04,-3.407,-1.361
37.06,-3.435,-1.479
37.08,-3.467,-1.623
37.1,-3.5,-1.793
37.12,-3.537,-2.016
37.14,-3.58,-2.291
37.16,-3.629,-2.605
37.18,-3.684,-2.958
37.2,-3.746,-3.351
37.22,-3.817,-3.77
37.24,-3.897,-4.215
37.26,-3.985,-4.686
37.28,-4.084,-5.157
37.3,-4.192,-5.616
37.32,-4.309,-6.034
37.34,-4.434,-6.414
37.36,-4.566,-6.728
37.38,-4.705,-6.938
37.4,-4.846,-7.042
37.42,-4.987,-7.003
37.44,-5.129,-6.82
37.46,-5.262,-6.48
37.48,-5.389,-5.969
37.5,-5.504,-5.315
37.52,-5.603,-4.503
37.54,-5.686,-3.574
37.56,-5.748,-2.539
37.58,-5.788,-1.414
37.6,-5.806,-0.236
37.62,-5.798,0.969
37.64,-5.766,2.173
37.66,-5.711,3.364
37.68,-5.631,4.516
37.7,-5.529,5.589
37.72,-5.407,6.558
37.74,-5.265,7.422
37.76,-5.108,8.168
37.78,-4.937,8.783
37.8,-4.755,9.255
37.82,-4.565,9.595
37.84,-4.37,9.831
37.86,-4.17,9.961
37.88,-3.969,10.014
37.9,-3.77,10.027
37.92,-3.569,10.027
37.94,-3.368,10.014
37.96,-3.168,10.014
37.98,-2.969,10.079
38,-2.766,10.21
38.02,-2.56,10.407
38.04,-2.351,10.668
38.06,-2.135,11.009
38.08,-1.912,11.401
38.1,-1.679,11.846
38.12,-1.439,12.331
38.14,-1.186,12.815
38.16,-0.925,13.26
38.18,-0.655,13.6
38.2,-0.379,13.784
38.22,-0.101,13.731
38.24,0.174,13.417
38.26,0.44,12.828
38.28,0.691,11.951
38.3,0.922,10.799
38.32,1.126,9.386
38.34,1.301,7.762
38.36,1.439,5.969
38.38,1.541,4.058
38.4,1.602,2.094
38.42,1.624,0.118
38.44,1.607,-1.833
38.46,1.55,-3.731
38.48,1.456,-5.537
38.5,1.327,-7.213
38.52,1.166,-8.731
38.54,0.975,-10.053
38.56,0.76,-11.126
38.58,0.526,-11.925
38.6,0.28,-12.435
38.62,0.025,-12.671
38.64,-0.231,-12.645
38.66,-0.484,-12.37
38.68,-0.729,-11.899
38.7,-0.961,-11.284
38.72,-1.181,-10.577
38.74,-1.385,-9.817
38.76,-1.574,-9.019
38.78,-1.747,-8.234
38.8,-1.902,-7.474
38.82,-2.045,-6.741
38.84,-2.172,-6.048
38.86,-2.286,-5.393
38.88,-2.388,-4.804
38.9,-2.477,-4.254
38.92,-2.557,-3.731
38.94,-2.626,-3.246
38.96,-2.686,-2.814
38.98,-2.738,-2.422
39,-2.783,-2.055
39.02,-2.82,-1.715
39.04,-2.851,-1.414
39.06,-2.876,-1.152
39.08,-2.897,-0.916
39.1,-2.912,-0.733
39.12,-2.925,-0.589
39.14,-2.936,-0.471
39.16,-2.944,-0.38
39.18,-2.95,-0.327
39.2,-2.956,-0.34
39.22,-2.963,-0.393
39.24,-2.972,-0.471
39.26,-2.981,-0.589
39.28,-2.994,-0.759
39.3,-3.011,-0.982
39.32,-3.033,-1.23
39.34,-3.06,-1.518
39.36,-3.093,-1.859
39.38,-3.134,-2.238
39.4,-3.182,-2.657
39.42,-3.239,-3.115
39.44,-3.307,-3.613
39.46,-3.383,-4.136
39.48,-3.471,-4.673
39.5,-3.57,-5.223
39.52,-3.68,-5.76
39.54,-3.801,-6.283
39.56,-3.932,-6.781
39.58,-4.073,-7.239
39.6,-4.222,-7.618
39.62,-4.379,-7.88
39.64,-4.54,-8.011
39.66,-4.701,-7.998
39.68,-4.862,-7.841
39.7,-5.017,-7.514
39.72,-5.165,-7.016
39.74,-5.3,-6.349
39.76,-5.421,-5.511
39.78,-5.523,-4.529
39.8,-5.603,-3.416
39.82,-5.661,-2.212
39.84,-5.693,-0.956
39.86,-5.699,0.327
39.88,-5.68,1.623
39.9,-5.634,2.906
39.92,-5.562,4.123
39.94,-5.468,5.249
39.96,-5.352,6.283
39.98,-5.215,7.213
40,-5.061,7.985
40.02,-4.893,8.6
40.04,-4.716,9.071
40.06,-4.529,9.412
40.08,-4.337,9.621
40.1,-4.142,9.713
40.12,-3.947,9.726
40.14,-3.753,9.673
40.16,-3.559,9.582
40.18,-3.369,9.464
40.2,-3.181,9.359
40.22,-2.996,9.281
40.24,-2.81,9.228
40.26,-2.626,9.228
40.28,-2.443,9.281
40.3,-2.256,9.386
40.32,-2.067,9.53
40.34,-1.876,9.713
40.36,-1.679,9.935
40.38,-1.478,10.184
40.4,-1.272,10.42
40.42,-1.06,10.616
40.44,-0.847,10.747
40.46,-0.63,10.786
40.48,-0.413,10.708
40.5,-0.199,10.472
40.52,0.008,10.066
40.54,0.206,9.49
40.56,0.39,8.731
40.58,0.558,7.802
40.6,0.704,6.741
40.62,0.828,5.563
40.64,0.928,4.294
40.66,1.001,2.958
40.68,1.046,1.61
40.7,1.065,0.301
40.72,1.057,-0.956
40.74,1.026,-2.147
40.76,0.971,-3.246
40.78,0.894,-4.241
40.8,0.8,-5.092
40.82,0.688,-5.786
40.84,0.565,-6.309
40.86,0.434,-6.663
40.88,0.297,-6.872
40.9,0.157,-6.912
40.92,0.017,-6.781
40.94,-0.116,-6.493
40.96,-0.243,-6.074
40.98,-0.361,-5.55
41,-0.467,-4.935
41.02,-0.559,-4.241
41.04,-0.638,-3.495
41.06,-0.699,-2.697
41.08,-0.746,-1.885
41.1,-0.774,-1.086
41.12,-0.789,-0.301
41.14,-0.787,0.458
41.16,-0.77,1.204
41.18,-0.738,1.911
41.2,-0.693,2.579
41.22,-0.635,3.194
41.24,-0.564,3.744
41.26,-0.484,4.215
41.28,-0.394,4.608
41.3,-0.298,4.909
41.32,-0.196,5.105
41.34,-0.093,5.184
41.36,0.013,5.118
41.38,0.115,4.922
41.4,0.21,4.608
41.42,0.3,4.176
41.44,0.38,3.626
41.46,0.446,2.958
41.48,0.5,2.199
41.5,0.536,1.361
41.52,0.554,0.471
41.54,0.554,-0.432
41.56,0.537,-1.335
41.58,0.501,-2.212
41.6,0.448,-3.05
41.62,0.379,-3.822
41.64,0.294,-4.503
41.66,0.196,-5.066
41.68,0.09,-5.511
41.7,-0.025,-5.851
41.72,-0.146,-6.061
41.74,-0.27,-6.126
41.76,-0.393,-6.048
41.78,-0.514,-5.851
41.8,-0.628,-5.55
41.82,-0.737,-5.144
41.84,-0.836,-4.66
41.86,-0.924,-4.097
41.88,-1.001,-3.482
41.9,-1.063,-2.814
41.92,-1.114,-2.107
41.94,-1.148,-1.374
41.96,-1.169,-0.628
41.98,-1.173,0.131
42,-1.164,0.903
42.02,-1.137,1.689
42.04,-1.096,2.487
42.06,-1.038,3.272
42.08,-0.964,4.058
42.1,-0.877,4.83
42.12,-0.771,5.576
42.14,-0.652,6.27
42.16,-0.52,6.898
42.18,-0.375,7.448
42.2,-0.22,7.893
42.22,-0.058,8.194
42.24,0.11,8.325
42.26,0.278,8.286
42.28,0.443,8.063
42.3,0.603,7.671
42.32,0.752,7.082
42.34,0.889,6.296
42.36,1.007,5.354
42.38,1.104,4.28
42.4,1.18,3.102
42.42,1.23,1.82
42.44,1.253,0.458
42.46,1.249,-0.929
42.48,1.216,-2.304
42.5,1.156,-3.639
42.52,1.07,-4.948
42.54,0.958,-6.205
42.56,0.82,-7.357
42.58,0.661,-8.378
42.6,0.484,-9.255
42.62,0.289,-9.975
42.64,0.082,-10.498
42.66,-0.134,-10.825
42.68,-0.353,-10.982
42.7,-0.575,-10.982
42.72,-0.795,-10.839
42.74,-1.01,-10.59
42.76,-1.219,-10.276
42.78,-1.422,-9.922
42.8,-1.616,-9.543
42.82,-1.803,-9.15
42.84,-1.982,-8.783
42.86,-2.154,-8.456
42.88,-2.32,-8.155
42.9,-2.48,-7.893
42.92,-2.634,-7.671
42.94,-2.787,-7.501
42.96,-2.934,-7.383
