Time (s) Auto,Angle (rad) 3pi/4 forkudt,Angular Velocity (rad/s) 3pi/4 forkudt
1473.78,-2.268,-6.034
1473.8,-2.373,-4.752
1473.82,-2.45,-3.639
1473.84,-2.516,-2.683
1473.86,-2.562,-1.702
1473.88,-2.584,-0.654
1473.9,-2.587,0.367
1473.92,-2.57,1.388
1473.94,-2.532,2.435
1473.96,-2.472,3.482
1473.98,-2.392,4.529
1474,-2.292,5.603
1474.02,-2.169,6.702
1474.04,-2.023,7.802
1474.06,-1.857,8.888
1474.08,-1.668,9.935
1474.1,-1.458,10.839
1474.12,-1.23,11.585
1474.14,-0.994,12.278
1474.16,-0.741,12.828
1474.18,-0.473,13.313
1474.2,-0.212,13.352
1474.22,0.074,13.208
1474.24,0.314,13.011
1474.26,0.586,12.606
1474.28,0.837,11.925
1474.3,1.063,10.734
1474.32,1.268,9.412
1474.34,1.444,7.919
1474.36,1.587,6.27
1474.38,1.695,4.49
1474.4,1.769,2.592
1474.42,1.8,0.641
1474.44,1.792,-1.283
1474.46,1.748,-3.142
1474.48,1.667,-4.974
1474.5,1.549,-6.768
1474.52,1.395,-8.469
1474.54,1.208,-10.04
1474.56,0.991,-11.454
1474.58,0.748,-12.671
1474.6,0.481,-13.64
1474.62,0.198,-14.255
1474.64,-0.096,-14.451
1474.66,-0.386,-14.176
1474.68,-0.669,-13.339
1474.7,-0.93,-12.305
1474.72,-1.153,-11.454
1474.74,-1.379,-10.773
1474.76,-1.594,-10.066
1474.78,-1.781,-9.202
1474.8,-1.959,-8.378
1474.82,-2.119,-7.422
1474.84,-2.262,-6.165
1474.86,-2.369,-4.883
1474.88,-2.449,-3.783
1474.9,-2.518,-2.841
1474.92,-2.567,-1.846
1474.94,-2.592,-0.798
1474.96,-2.597,0.209
1474.98,-2.584,1.204
1475,-2.549,2.225
1475.02,-2.494,3.259
1475.04,-2.419,4.307
1475.06,-2.323,5.393
1475.08,-2.204,6.506
1475.1,-2.062,7.605
1475.12,-1.899,8.692
1475.14,-1.715,9.752
1475.16,-1.508,10.681
1475.18,-1.283,11.493
1475.2,-1.049,12.239
1475.22,-0.795,12.789
1475.24,-0.528,13.208
1475.26,-0.27,13.352
1475.28,0.011,13.352
1475.3,0.269,13.195
1475.32,0.536,12.75
1475.34,0.789,12.082
1475.36,1.021,11.035
1475.38,1.233,9.765
1475.4,1.415,8.286
1475.42,1.566,6.676
1475.44,1.682,4.948
1475.46,1.767,3.076
1475.48,1.808,1.126
1475.5,1.81,-0.825
1475.52,1.775,-2.697
1475.54,1.701,-4.542
1475.56,1.593,-6.349
1475.58,1.447,-8.077
1475.6,1.268,-9.7
1475.62,1.057,-11.179
1475.64,0.818,-12.462
1475.66,0.554,-13.483
1475.68,0.275,-14.163
1475.7,-0.017,-14.464
1475.72,-0.309,-14.36
1475.74,-0.597,-13.718
1475.76,-0.869,-12.684
1475.78,-1.104,-11.742
1475.8,-1.324,-11.009
1475.82,-1.55,-10.328
1475.84,-1.744,-9.503
1475.86,-1.924,-8.639
1475.88,-2.091,-7.762
1475.9,-2.24,-6.584
1475.92,-2.359,-5.288
1475.94,-2.446,-4.136
1475.96,-2.52,-3.168
1475.98,-2.576,-2.199
1476,-2.609,-1.165
1476.02,-2.62,-0.17
1476.04,-2.615,0.812
1476.06,-2.59,1.82
1476.08,-2.542,2.854
1476.1,-2.476,3.875
1476.12,-2.388,4.922
1476.14,-2.279,6.008
1476.16,-2.147,7.095
1476.18,-1.995,8.181
1476.2,-1.821,9.268
1476.22,-1.624,10.302
1476.24,-1.406,11.192
1476.26,-1.173,11.925
1476.28,-0.928,12.593
1476.3,-0.671,13.09
1476.32,-0.397,13.443
1476.34,-0.134,13.443
1476.36,0.148,13.273
1476.38,0.397,12.946
1476.4,0.664,12.396
1476.42,0.903,11.624
1476.44,1.129,10.446
1476.46,1.327,9.084
1476.48,1.494,7.527
1476.5,1.629,5.851
1476.52,1.731,4.019
1476.54,1.792,2.068
1476.56,1.813,0.105
1476.58,1.795,-1.793
1476.6,1.74,-3.639
1476.62,1.649,-5.459
1476.64,1.522,-7.239
1476.66,1.359,-8.927
1476.68,1.162,-10.485
1476.7,0.938,-11.86
1476.72,0.685,-13.011
1476.74,0.413,-13.875
1476.76,0.126,-14.36
1476.78,-0.168,-14.451
1476.8,-0.457,-14.032
1476.82,-0.738,-13.051
1476.84,-0.988,-12.082
1476.86,-1.203,-11.323
1476.88,-1.442,-10.708
1476.9,-1.643,-9.935
1476.92,-1.833,-9.006
1476.94,-2.004,-8.194
1476.96,-2.161,-7.147
1476.98,-2.298,-5.877
1477,-2.397,-4.621
1477.02,-2.474,-3.56
1477.04,-2.54,-2.605
1477.06,-2.582,-1.597
1477.08,-2.601,-0.563
1477.1,-2.604,0.432
1477.12,-2.586,1.44
1477.14,-2.546,2.474
1477.16,-2.487,3.508
1477.18,-2.406,4.555
1477.2,-2.304,5.629
1477.22,-2.182,6.728
1477.24,-2.036,7.828
1477.26,-1.868,8.914
1477.28,-1.679,9.948
1477.3,-1.469,10.852
1477.32,-1.241,11.65
1477.34,-1.004,12.396
1477.36,-0.746,12.933
1477.38,-0.476,13.365
1477.4,-0.217,13.417
1477.42,0.071,13.313
1477.44,0.317,13.09
1477.46,0.587,12.606
1477.48,0.837,11.899
1477.5,1.063,10.747
1477.52,1.269,9.451
1477.54,1.445,7.972
1477.56,1.59,6.349
1477.58,1.7,4.595
1477.6,1.777,2.697
1477.62,1.81,0.733
1477.64,1.803,-1.204
1477.66,1.761,-3.063
1477.68,1.681,-4.909
1477.7,1.565,-6.715
1477.72,1.411,-8.43
1477.74,1.225,-10.014
1477.76,1.008,-11.454
1477.78,0.765,-12.697
1477.8,0.496,-13.666
1477.82,0.214,-14.268
1477.84,-0.08,-14.478
1477.86,-0.371,-14.268
1477.88,-0.657,-13.456
1477.9,-0.922,-12.462
1477.92,-1.144,-11.65
1477.94,-1.379,-10.969
1477.96,-1.598,-10.223
1477.98,-1.784,-9.294
1478,-1.965,-8.495
1478.02,-2.127,-7.592
1478.04,-2.275,-6.362
1478.06,-2.386,-5.079
1478.08,-2.469,-3.966
1478.1,-2.542,-3.024
1478.12,-2.595,-2.042
1478.14,-2.623,-1.021
1478.16,-2.633,-0.039
1478.18,-2.626,0.942
1478.2,-2.597,1.977
1478.22,-2.546,3.011
1478.24,-2.476,4.032
1478.26,-2.386,5.079
1478.28,-2.273,6.165
1478.3,-2.139,7.265
1478.32,-1.982,8.338
1478.34,-1.805,9.399
1478.36,-1.607,10.38
1478.38,-1.387,11.284
1478.4,-1.155,11.964
1478.42,-0.903,12.449
1478.44,-0.655,12.946
1478.46,-0.393,13.47
1478.48,-0.112,13.64
1478.5,0.17,13.417
1478.52,0.419,12.946
1478.54,0.686,12.357
1478.56,0.925,11.532
1478.58,1.147,10.315
1478.6,1.343,8.94
1478.62,1.506,7.383
1478.64,1.638,5.681
1478.66,1.737,3.835
1478.68,1.794,1.885
1478.7,1.811,-0.065
1478.72,1.791,-1.95
1478.74,1.733,-3.809
1478.76,1.638,-5.642
1478.78,1.506,-7.422
1478.8,1.34,-9.098
1478.82,1.14,-10.616
1478.84,0.913,-11.951
1478.86,0.66,-13.09
1478.88,0.386,-13.967
1478.9,0.096,-14.412
1478.92,-0.199,-14.438
1478.94,-0.484,-13.928
1478.96,-0.767,-12.998
1478.98,-1.008,-12.121
1479,-1.235,-11.349
1479.02,-1.47,-10.655
1479.04,-1.667,-9.817
1479.06,-1.855,-8.98
1479.08,-2.028,-8.221
1479.1,-2.187,-7.134
1479.12,-2.322,-5.825
1479.14,-2.417,-4.581
1479.16,-2.496,-3.574
1479.18,-2.562,-2.657
1479.2,-2.606,-1.649
1479.22,-2.626,-0.628
1479.24,-2.63,0.353
1479.26,-2.614,1.348
1479.28,-2.576,2.382
1479.3,-2.518,3.416
1479.32,-2.439,4.451
1479.34,-2.34,5.511
1479.36,-2.22,6.597
1479.38,-2.077,7.697
1479.4,-1.912,8.783
1479.42,-1.725,9.831
1479.44,-1.517,10.773
1479.46,-1.291,11.585
1479.48,-1.052,12.056
1479.5,-0.8,12.475
1479.52,-0.562,13.129
1479.54,-0.284,13.718
1479.56,0.008,13.823
1479.58,0.276,13.404
1479.6,0.536,12.828
1479.62,0.796,12.134
1479.64,1.027,11.113
1479.66,1.241,9.817
1479.68,1.425,8.378
1479.7,1.577,6.781
1479.72,1.696,5.053
1479.74,1.783,3.181
1479.76,1.825,1.217
1479.78,1.83,-0.733
1479.8,1.795,-2.618
1479.82,1.725,-4.477
1479.84,1.616,-6.283
1479.86,1.472,-8.024
1479.88,1.294,-9.66
1479.9,1.084,-11.166
1479.92,0.845,-12.488
1479.94,0.581,-13.548
1479.96,0.298,-14.268
1479.98,0.005,-14.582
1480,-0.291,-14.491
1480.02,-0.58,-13.888
1480.04,-0.856,-13.011
1480.06,-1.096,-12.213
1480.08,-1.335,-11.388
1480.1,-1.566,-10.524
1480.12,-1.753,-9.621
1480.14,-1.942,-8.875
1480.16,-2.114,-8.103
1480.18,-2.27,-6.938
1480.2,-2.397,-5.668
1480.22,-2.491,-4.542
1480.24,-2.573,-3.587
1480.26,-2.639,-2.657
1480.28,-2.68,-1.676
1480.3,-2.703,-0.707
1480.32,-2.71,0.249
1480.34,-2.694,1.23
1480.36,-2.659,2.199
1480.38,-2.606,3.168
1480.4,-2.534,4.176
1480.42,-2.439,5.21
1480.44,-2.325,6.257
1480.46,-2.19,7.317
1480.48,-2.033,8.391
1480.5,-1.854,9.438
1480.52,-1.654,10.42
1480.54,-1.436,11.27
1480.56,-1.2,11.899
1480.58,-0.955,12.161
1480.6,-0.707,12.606
1480.62,-0.47,13.391
1480.64,-0.173,13.915
1480.66,0.118,13.888
1480.68,0.375,13.326
1480.7,0.649,12.723
1480.72,0.895,11.873
1480.74,1.125,10.616
1480.76,1.324,9.202
1480.78,1.494,7.631
1480.8,1.63,5.943
1480.82,1.734,4.097
1480.84,1.797,2.147
1480.86,1.819,0.183
1480.88,1.803,-1.728
1480.9,1.75,-3.587
1480.92,1.659,-5.419
1480.94,1.533,-7.199
1480.96,1.37,-8.888
1480.98,1.175,-10.446
1481,0.95,-11.82
1481.02,0.699,-12.985
1481.04,0.427,-13.888
1481.06,0.14,-14.373
1481.08,-0.157,-14.451
1481.1,-0.441,-14.15
1481.12,-0.726,-13.195
1481.14,-0.99,-12.082
1481.16,-1.192,-11.179
1481.18,-1.425,-10.642
1481.2,-1.632,-10.04
1481.22,-1.827,-9.084
1481.24,-1.995,-8.181
1481.26,-2.152,-7.16
1481.28,-2.289,-5.93
1481.3,-2.392,-4.634
1481.32,-2.466,-3.534
1481.34,-2.531,-2.579
1481.36,-2.575,-1.597
1481.38,-2.593,-0.55
1481.4,-2.595,0.458
1481.42,-2.576,1.466
1481.44,-2.537,2.5
1481.46,-2.476,3.534
1481.48,-2.395,4.595
1481.5,-2.293,5.681
1481.52,-2.168,6.781
1481.54,-2.022,7.867
1481.56,-1.854,8.94
1481.58,-1.663,9.988
1481.6,-1.453,10.891
1481.62,-1.224,11.65
1481.64,-0.986,12.318
1481.66,-0.732,12.854
1481.68,-0.467,13.352
1481.7,-0.201,13.43
1481.72,0.085,13.299
1481.74,0.328,13.064
1481.76,0.6,12.619
1481.78,0.851,11.912
1481.8,1.076,10.734
1481.82,1.282,9.412
1481.84,1.458,7.933
1481.86,1.599,6.309
1481.88,1.711,4.555
1481.9,1.786,2.657
1481.92,1.817,0.694
1481.94,1.811,-1.23
1481.96,1.769,-3.102
1481.98,1.687,-4.961
1482,1.569,-6.754
1482.02,1.415,-8.456
1482.04,1.23,-10.053
1482.06,1.012,-11.506
1482.08,0.767,-12.763
1482.1,0.498,-13.744
1482.12,0.212,-14.347
1482.14,-0.083,-14.556
1482.16,-0.374,-14.36
1482.18,-0.663,-13.705
1482.2,-0.931,-12.684
1482.22,-1.17,-11.716
1482.24,-1.389,-10.93
1482.26,-1.612,-10.223
1482.28,-1.802,-9.464
1482.3,-1.984,-8.666
1482.32,-2.152,-7.762
1482.34,-2.301,-6.532
1482.36,-2.416,-5.262
1482.38,-2.504,-4.189
1482.4,-2.581,-3.272
1482.42,-2.639,-2.317
1482.44,-2.673,-1.322
1482.46,-2.689,-0.367
1482.48,-2.689,0.589
1482.5,-2.667,1.584
1482.52,-2.625,2.592
1482.54,-2.564,3.587
1482.56,-2.482,4.595
1482.58,-2.38,5.629
1482.6,-2.257,6.689
1482.62,-2.113,7.775
1482.64,-1.946,8.862
1482.66,-1.758,9.909
1482.68,-1.549,10.852
1482.7,-1.321,11.689
1482.72,-1.081,12.121
1482.74,-0.823,12.514
1482.76,-0.592,13.142
1482.78,-0.308,13.758
1482.8,-0.019,13.941
1482.82,0.254,13.548
1482.84,0.518,13.011
1482.86,0.781,12.318
1482.88,1.016,11.31
1482.9,1.235,10.027
1482.92,1.422,8.574
1482.94,1.579,6.938
1482.96,1.701,5.171
1482.98,1.788,3.259
1483,1.833,1.296
1483.02,1.838,-0.654
1483.04,1.806,-2.539
1483.06,1.736,-4.385
1483.08,1.63,-6.218
1483.1,1.488,-7.985
1483.12,1.308,-9.647
1483.14,1.1,-11.14
1483.16,0.861,-12.435
1483.18,0.598,-13.509
1483.2,0.317,-14.255
1483.22,0.022,-14.582
1483.24,-0.273,-14.478
1483.26,-0.561,-13.928
1483.28,-0.837,-12.972
1483.3,-1.085,-12.069
1483.32,-1.305,-11.257
1483.34,-1.541,-10.524
1483.36,-1.733,-9.713
1483.38,-1.921,-8.849
1483.4,-2.091,-8.024
1483.42,-2.245,-6.859
1483.44,-2.372,-5.563
1483.46,-2.463,-4.385
1483.48,-2.54,-3.403
1483.5,-2.603,-2.461
1483.52,-2.641,-1.453
1483.54,-2.658,-0.458
1483.56,-2.659,0.511
1483.58,-2.639,1.505
1483.6,-2.598,2.513
1483.62,-2.538,3.508
1483.64,-2.458,4.529
1483.66,-2.358,5.589
1483.68,-2.235,6.676
1483.7,-2.091,7.762
1483.72,-1.924,8.823
1483.74,-1.737,9.831
1483.76,-1.53,10.76
1483.78,-1.305,11.572
1483.8,-1.065,12.03
1483.82,-0.814,12.383
1483.84,-0.578,12.985
1483.86,-0.306,13.509
1483.88,-0.014,13.718
1483.9,0.243,13.417
1483.92,0.518,12.92
1483.94,0.771,12.226
1483.96,1.008,11.126
1483.98,1.221,9.831
1484,1.404,8.312
1484.02,1.555,6.676
1484.04,1.671,4.909
1484.06,1.755,3.011
1484.08,1.794,1.047
1484.1,1.794,-0.89
1484.12,1.758,-2.762
1484.14,1.684,-4.621
1484.16,1.572,-6.427
1484.18,1.425,-8.142
1484.2,1.246,-9.739
1484.22,1.034,-11.192
1484.24,0.795,-12.435
1484.26,0.533,-13.43
1484.28,0.254,-14.072
1484.3,-0.038,-14.32
1484.32,-0.324,-14.163
1484.34,-0.608,-13.548
1484.36,-0.875,-12.514
1484.38,-1.112,-11.519
1484.4,-1.321,-10.734
1484.42,-1.544,-10.066
1484.44,-1.731,-9.268
1484.46,-1.91,-8.351
1484.48,-2.067,-7.435
1484.5,-2.21,-6.244
1484.52,-2.323,-4.948
1484.54,-2.403,-3.757
1484.56,-2.468,-2.762
1484.58,-2.516,-1.793
1484.6,-2.542,-0.746
1484.62,-2.545,0.301
1484.64,-2.529,1.322
1484.66,-2.493,2.369
1484.68,-2.435,3.443
1484.7,-2.355,4.516
1484.72,-2.254,5.603
1484.74,-2.132,6.715
1484.76,-1.985,7.841
1484.78,-1.817,8.94
1484.8,-1.627,9.975
1484.82,-1.417,10.891
1484.84,-1.189,11.624
1484.86,-0.949,12.383
1484.88,-0.701,12.867
1484.9,-0.419,13.182
1484.92,-0.174,13.195
1484.94,0.107,13.142
1484.96,0.357,13.011
1484.98,0.627,12.488
1485,0.867,11.742
1485.02,1.095,10.616
1485.04,1.297,9.294
1485.06,1.47,7.749
1485.08,1.607,6.113
1485.1,1.715,4.359
1485.12,1.786,2.474
1485.14,1.814,0.511
1485.16,1.805,-1.414
1485.18,1.758,-3.286
1485.2,1.673,-5.131
1485.22,1.552,-6.925
1485.24,1.395,-8.613
1485.26,1.205,-10.184
1485.28,0.986,-11.611
1485.3,0.738,-12.841
1485.32,0.468,-13.823
1485.34,0.182,-14.386
1485.36,-0.116,-14.543
1485.38,-0.404,-14.281
1485.4,-0.691,-13.535
1485.42,-0.957,-12.606
1485.44,-1.188,-11.689
1485.46,-1.42,-10.917
1485.48,-1.63,-10.158
1485.5,-1.824,-9.346
1485.52,-2.003,-8.587
1485.54,-2.169,-7.631
1485.56,-2.315,-6.401
1485.58,-2.427,-5.144
1485.6,-2.513,-4.097
1485.62,-2.589,-3.181
1485.64,-2.645,-2.225
1485.66,-2.677,-1.23
1485.68,-2.692,-0.275
1485.7,-2.689,0.681
1485.72,-2.666,1.676
1485.74,-2.622,2.67
1485.76,-2.559,3.665
1485.78,-2.476,4.673
1485.8,-2.372,5.707
1485.82,-2.248,6.781
1485.84,-2.102,7.867
1485.86,-1.932,8.94
1485.88,-1.744,9.975
1485.9,-1.533,10.917
1485.92,-1.304,11.716
1485.94,-1.062,12.069
1485.96,-0.809,12.344
1485.98,-0.58,13.025
1486,-0.305,13.718
1486.02,-0.003,13.967
1486.04,0.261,13.522
1486.06,0.531,12.907
1486.08,0.784,12.226
1486.1,1.023,11.166
1486.12,1.236,9.857
1486.14,1.418,8.325
1486.16,1.571,6.689
1486.18,1.687,4.922
1486.2,1.77,3.011
1486.22,1.81,1.034
1486.24,1.81,-0.916
1486.26,1.772,-2.788
1486.28,1.698,-4.634
1486.3,1.587,-6.44
1486.32,1.439,-8.155
1486.34,1.258,-9.752
1486.36,1.048,-11.205
1486.38,0.807,-12.462
1486.4,0.545,-13.47
1486.42,0.265,-14.124
1486.44,-0.027,-14.386
1486.46,-0.316,-14.216
1486.48,-0.6,-13.548
1486.5,-0.867,-12.593
1486.52,-1.101,-11.702
1486.54,-1.326,-10.917
1486.56,-1.546,-10.158
1486.58,-1.733,-9.281
1486.6,-1.913,-8.404
1486.62,-2.072,-7.501
1486.64,-2.215,-6.322
1486.66,-2.331,-5.027
1486.68,-2.413,-3.822
1486.7,-2.477,-2.801
1486.72,-2.527,-1.833
1486.74,-2.553,-0.798
1486.76,-2.557,0.236
1486.78,-2.543,1.257
1486.8,-2.509,2.304
1486.82,-2.45,3.364
1486.84,-2.373,4.424
1486.86,-2.275,5.498
1486.88,-2.154,6.61
1486.9,-2.011,7.723
1486.92,-1.844,8.823
1486.94,-1.657,9.87
1486.96,-1.448,10.76
1486.98,-1.222,11.493
1487,-0.988,12.148
1487.02,-0.738,12.71
1487.04,-0.474,13.247
1487.06,-0.21,13.339
1487.08,0.074,13.195
1487.1,0.314,12.959
1487.12,0.584,12.553
1487.14,0.834,11.886
1487.16,1.06,10.721
1487.18,1.264,9.399
1487.2,1.44,7.906
1487.22,1.582,6.27
1487.24,1.692,4.516
1487.26,1.766,2.644
1487.28,1.799,0.694
1487.3,1.792,-1.244
1487.32,1.748,-3.115
1487.34,1.667,-4.948
1487.36,1.55,-6.728
1487.38,1.396,-8.43
1487.4,1.211,-10.014
1487.42,0.994,-11.441
1487.44,0.751,-12.684
1487.46,0.484,-13.666
1487.48,0.199,-14.255
1487.5,-0.094,-14.438
1487.52,-0.382,-14.176
1487.54,-0.668,-13.378
1487.56,-0.928,-12.422
1487.58,-1.153,-11.585
1487.6,-1.387,-10.904
1487.62,-1.599,-10.171
1487.64,-1.791,-9.294
1487.66,-1.97,-8.495
1487.68,-2.132,-7.553
1487.7,-2.278,-6.322
1487.72,-2.389,-5.04
1487.74,-2.471,-3.927
1487.76,-2.543,-2.985
1487.78,-2.595,-2.016
1487.8,-2.623,-0.995
1487.82,-2.633,-0.013
1487.84,-2.625,0.969
1487.86,-2.595,1.99
1487.88,-2.545,3.024
1487.9,-2.474,4.045
1487.92,-2.383,5.092
1487.94,-2.271,6.178
1487.96,-2.136,7.278
1487.98,-1.979,8.364
1488,-1.802,9.425
1488.02,-1.602,10.433
1488.04,-1.382,11.349
1488.06,-1.147,12.004
1488.08,-0.895,12.566
1488.1,-0.649,13.077
1488.12,-0.372,13.496
1488.14,-0.101,13.548
1488.16,0.176,13.286
1488.18,0.429,12.933
1488.2,0.693,12.383
1488.22,0.935,11.545
1488.24,1.156,10.315
1488.26,1.351,8.914
1488.28,1.514,7.357
1488.3,1.646,5.655
1488.32,1.744,3.809
1488.34,1.8,1.872
1488.36,1.817,-0.079
1488.38,1.797,-1.977
1488.4,1.737,-3.848
1488.42,1.643,-5.681
1488.44,1.51,-7.448
1488.46,1.343,-9.124
1488.48,1.144,-10.655
1488.5,0.914,-12.017
1488.52,0.66,-13.142
1488.54,0.385,-13.993
1488.56,0.096,-14.425
1488.58,-0.201,-14.451
1488.6,-0.485,-13.98
1488.62,-0.768,-13.038
1488.64,-1.015,-12.148
1488.66,-1.236,-11.349
1488.68,-1.475,-10.655
1488.7,-1.67,-9.844
1488.72,-1.86,-8.98
1488.74,-2.033,-8.194
1488.76,-2.19,-7.095
1488.78,-2.323,-5.812
1488.8,-2.421,-4.581
1488.82,-2.499,-3.56
1488.84,-2.564,-2.631
1488.86,-2.608,-1.636
1488.88,-2.628,-0.615
1488.9,-2.631,0.393
1488.92,-2.614,1.401
1488.94,-2.575,2.422
1488.96,-2.516,3.43
1488.98,-2.438,4.464
1489,-2.339,5.537
1489.02,-2.216,6.624
1489.04,-2.073,7.71
1489.06,-1.909,8.796
1489.08,-1.722,9.857
1489.1,-1.513,10.799
1489.12,-1.286,11.598
1489.14,-1.048,12.134
1489.16,-0.795,12.593
1489.18,-0.548,13.195
1489.2,-0.275,13.666
1489.22,0.016,13.718
1489.24,0.281,13.326
1489.26,0.542,12.75
1489.28,0.798,12.056
1489.3,1.029,11.048
1489.32,1.241,9.778
1489.34,1.425,8.325
1489.36,1.576,6.715
1489.38,1.693,4.974
1489.4,1.778,3.089
1489.42,1.819,1.126
1489.44,1.821,-0.825
1489.46,1.786,-2.697
1489.48,1.712,-4.542
1489.5,1.604,-6.362
1489.52,1.458,-8.103
1489.54,1.277,-9.726
1489.56,1.067,-11.192
1489.58,0.828,-12.475
1489.6,0.564,-13.522
1489.62,0.283,-14.229
1489.64,-0.011,-14.53
1489.66,-0.305,-14.425
1489.68,-0.592,-13.784
1489.7,-0.867,-12.881
1489.72,-1.103,-12.082
1489.74,-1.34,-11.27
1489.76,-1.569,-10.407
1489.78,-1.753,-9.477
1489.8,-1.938,-8.731
1489.82,-2.108,-7.959
1489.84,-2.262,-6.781
1489.86,-2.384,-5.498
1489.88,-2.476,-4.372
1489.9,-2.554,-3.416
1489.92,-2.617,-2.461
1489.94,-2.653,-1.453
1489.96,-2.672,-0.484
1489.98,-2.673,0.471
1490,-2.655,1.466
1490.02,-2.614,2.461
1490.04,-2.556,3.456
1490.06,-2.477,4.477
1490.08,-2.377,5.524
1490.1,-2.256,6.584
1490.12,-2.114,7.671
1490.14,-1.949,8.77
1490.16,-1.762,9.831
1490.18,-1.555,10.786
1490.2,-1.329,11.65
1490.22,-1.089,12.121
1490.24,-0.831,12.462
1490.26,-0.598,13.038
1490.28,-0.324,13.692
1490.3,-0.031,13.928
1490.32,0.245,13.561
1490.34,0.504,12.985
1490.36,0.768,12.305
1490.38,1.004,11.336
1490.4,1.222,10.053
1490.42,1.411,8.626
1490.44,1.568,7.016
1490.46,1.693,5.262
1490.48,1.781,3.377
1490.5,1.828,1.427
1490.52,1.838,-0.511
1490.54,1.808,-2.409
1490.56,1.74,-4.28
1490.58,1.637,-6.113
1490.6,1.495,-7.88
1490.62,1.319,-9.53
1490.64,1.112,-11.035
1490.66,0.877,-12.357
1490.68,0.614,-13.456
1490.7,0.335,-14.229
1490.72,0.039,-14.582
1490.74,-0.256,-14.543
1490.76,-0.545,-14.098
1490.78,-0.826,-13.129
1490.8,-1.082,-12.134
1490.82,-1.294,-11.284
1490.84,-1.533,-10.603
1490.86,-1.729,-9.883
1490.88,-1.92,-9.032
1490.9,-2.094,-8.221
1490.92,-2.253,-7.069
1490.94,-2.383,-5.773
1490.96,-2.479,-4.608
1490.98,-2.56,-3.652
1491,-2.628,-2.736
1491.02,-2.672,-1.754
1491.04,-2.695,-0.785
1491.06,-2.703,0.17
1491.08,-2.691,1.152
1491.1,-2.656,2.147
1491.12,-2.604,3.115
1491.14,-2.532,4.097
1491.16,-2.441,5.131
1491.18,-2.328,6.192
1491.2,-2.193,7.265
1491.22,-2.037,8.325
1491.24,-1.86,9.372
1491.26,-1.662,10.38
1491.28,-1.444,11.27
1491.3,-1.208,11.938
1491.32,-0.961,12.291
1491.34,-0.712,12.776
1491.36,-0.465,13.496
1491.38,-0.171,13.849
1491.4,0.118,13.718
1491.42,0.368,13.234
1491.44,0.642,12.737
1491.46,0.892,11.964
1491.48,1.122,10.721
1491.5,1.324,9.333
1491.52,1.497,7.775
1491.54,1.637,6.074
1491.56,1.742,4.228
1491.58,1.808,2.291
1491.6,1.833,0.34
1491.62,1.821,-1.571
1491.64,1.77,-3.443
1491.66,1.682,-5.301
1491.68,1.558,-7.108
1491.7,1.396,-8.823
1491.72,1.203,-10.393
1491.74,0.979,-11.794
1491.76,0.729,-12.985
1491.78,0.456,-13.915
1491.8,0.168,-14.464
1491.82,-0.13,-14.608
1491.84,-0.421,-14.307
1491.86,-0.708,-13.417
1491.88,-0.971,-12.383
1491.9,-1.191,-11.506
1491.92,-1.425,-10.904
1491.94,-1.635,-10.249
1491.96,-1.835,-9.372
1491.98,-2.011,-8.522
1492,-2.174,-7.514
1492.02,-2.318,-6.296
1492.04,-2.428,-5.027
1492.06,-2.512,-3.94
1492.08,-2.584,-3.011
1492.1,-2.636,-2.055
1492.12,-2.666,-1.06
1492.14,-2.677,-0.092
1492.16,-2.67,0.89
1492.18,-2.642,1.898
1492.2,-2.593,2.893
1492.22,-2.526,3.875
1492.24,-2.439,4.896
1492.26,-2.331,5.956
1492.28,-2.201,7.042
1492.3,-2.05,8.129
1492.32,-1.876,9.202
1492.34,-1.681,10.223
1492.36,-1.466,11.1
1492.38,-1.233,11.807
1492.4,-0.991,12.174
1492.42,-0.738,12.619
1492.44,-0.5,13.352
1492.46,-0.21,13.784
1492.48,0.083,13.758
1492.5,0.333,13.273
1492.52,0.608,12.75
1492.54,0.858,12.017
1492.56,1.089,10.825
1492.58,1.294,9.49
1492.6,1.47,7.972
1492.62,1.615,6.296
1492.64,1.725,4.464
1492.66,1.795,2.526
1492.68,1.825,0.576
1492.7,1.817,-1.335
1492.72,1.772,-3.22
1492.74,1.689,-5.079
1492.76,1.568,-6.885
1492.78,1.412,-8.6
1492.8,1.222,-10.184
1492.82,1.002,-11.611
1492.84,0.756,-12.828
1492.86,0.485,-13.797
1492.88,0.199,-14.386
1492.9,-0.097,-14.569
1492.92,-0.388,-14.307
1492.94,-0.675,-13.574
1492.96,-0.939,-12.593
1492.98,-1.175,-11.689
1493,-1.4,-10.956
1493.02,-1.618,-10.223
1493.04,-1.811,-9.399
1493.06,-1.99,-8.574
1493.08,-2.155,-7.658
1493.1,-2.303,-6.44
1493.12,-2.417,-5.157
1493.14,-2.501,-4.058
1493.16,-2.576,-3.129
1493.18,-2.631,-2.173
1493.2,-2.663,-1.165
1493.22,-2.675,-0.209
1493.24,-2.672,0.759
1493.26,-2.647,1.767
1493.28,-2.6,2.775
1493.3,-2.535,3.757
1493.32,-2.45,4.765
1493.34,-2.345,5.825
1493.36,-2.218,6.912
1493.38,-2.069,7.998
1493.4,-1.898,9.058
1493.42,-1.706,10.092
1493.44,-1.494,11.022
1493.46,-1.261,11.807
1493.48,-1.019,12.161
1493.5,-0.763,12.501
1493.52,-0.533,13.208
1493.54,-0.248,13.758
1493.56,0.05,13.915
1493.58,0.305,13.47
