Time (s) Auto,Angle (rad) pi/2 postiv/lagt til venstre,Angular Velocity (rad/s) pi/2 postiv/lagt til venstre
459.64,0.327,11.192
459.66,0.551,10.42
459.68,0.74,9.477
459.7,0.927,8.482
459.72,1.089,7.278
459.74,1.221,5.76
459.76,1.319,4.123
459.78,1.387,2.409
459.8,1.417,0.641
459.82,1.412,-1.139
459.84,1.371,-2.893
459.86,1.296,-4.608
459.88,1.186,-6.244
459.9,1.045,-7.762
459.92,0.873,-9.124
459.94,0.677,-10.276
459.96,0.459,-11.179
459.98,0.226,-11.794
460,-0.017,-12.121
460.02,-0.262,-12.174
460.04,-0.507,-11.925
460.06,-0.745,-11.31
460.08,-0.966,-10.393
460.1,-1.161,-9.425
460.12,-1.338,-8.626
460.14,-1.503,-7.998
460.16,-1.659,-7.37
460.18,-1.8,-6.65
460.2,-1.926,-5.747
460.22,-2.034,-4.752
460.24,-2.114,-3.835
460.26,-2.182,-3.076
460.28,-2.238,-2.369
460.3,-2.279,-1.558
460.32,-2.301,-0.694
460.34,-2.306,0.157
460.36,-2.295,0.995
460.38,-2.267,1.859
460.4,-2.221,2.736
460.42,-2.157,3.613
460.44,-2.077,4.49
460.46,-1.978,5.393
460.48,-1.861,6.322
460.5,-1.725,7.239
460.52,-1.571,8.09
460.54,-1.4,8.888
460.56,-1.216,9.412
460.58,-1.013,9.726
460.6,-0.828,10.276
460.62,-0.62,11.087
460.64,-0.375,11.794
460.66,-0.135,12.004
460.68,0.102,11.846
460.7,0.342,11.388
460.72,0.569,10.642
460.74,0.765,9.726
460.76,0.957,8.705
460.78,1.122,7.448
460.8,1.257,5.917
460.82,1.359,4.267
460.84,1.429,2.526
460.86,1.461,0.72
460.88,1.458,-1.086
460.9,1.417,-2.854
460.92,1.343,-4.595
460.94,1.233,-6.27
460.96,1.09,-7.841
460.98,0.917,-9.242
461,0.718,-10.446
461.02,0.496,-11.375
461.04,0.258,-12.017
461.06,0.013,-12.383
461.08,-0.24,-12.475
461.1,-0.492,-12.265
461.12,-0.735,-11.65
461.14,-0.964,-10.773
461.16,-1.166,-9.726
461.18,-1.354,-8.875
461.2,-1.513,-8.286
461.22,-1.682,-7.749
461.24,-1.832,-7.055
461.26,-1.965,-6.021
461.28,-2.077,-5.053
461.3,-2.16,-4.267
461.32,-2.243,-3.626
461.34,-2.311,-2.932
461.36,-2.361,-2.081
461.38,-2.394,-1.23
461.4,-2.41,-0.406
461.42,-2.41,0.406
461.44,-2.394,1.217
461.46,-2.361,2.029
461.48,-2.312,2.841
461.5,-2.248,3.678
461.52,-2.166,4.542
461.54,-2.066,5.419
461.56,-1.949,6.296
461.58,-1.814,7.173
461.6,-1.662,8.024
461.62,-1.492,8.731
461.64,-1.308,9.281
461.66,-1.12,9.556
461.68,-0.92,10.053
461.7,-0.734,10.904
461.72,-0.489,11.689
461.74,-0.243,12.069
461.76,-0.008,11.846
461.78,0.234,11.48
461.8,0.456,10.93
461.82,0.671,10.145
461.84,0.867,9.137
461.86,1.04,7.828
461.88,1.183,6.336
461.9,1.294,4.712
461.92,1.373,2.998
461.94,1.415,1.217
461.96,1.422,-0.589
461.98,1.392,-2.382
462,1.326,-4.123
462.02,1.225,-5.76
462.04,1.093,-7.278
462.06,0.933,-8.679
462.08,0.745,-9.909
462.1,0.533,-10.878
462.12,0.305,-11.545
462.14,0.068,-11.925
462.16,-0.176,-12.043
462.18,-0.418,-11.873
462.2,-0.655,-11.31
462.22,-0.878,-10.42
462.24,-1.073,-9.372
462.26,-1.25,-8.522
462.28,-1.407,-7.933
462.3,-1.566,-7.383
462.32,-1.709,-6.689
462.34,-1.835,-5.747
462.36,-1.942,-4.686
462.38,-2.023,-3.626
462.4,-2.083,-2.723
462.42,-2.128,-1.95
462.44,-2.163,-1.165
462.46,-2.177,-0.288
462.48,-2.174,0.628
462.5,-2.152,1.532
462.52,-2.113,2.435
462.54,-2.055,3.351
462.56,-1.979,4.294
462.58,-1.883,5.249
462.6,-1.769,6.205
462.62,-1.635,7.147
462.64,-1.483,8.063
462.66,-1.312,8.796
462.68,-1.125,9.098
462.7,-0.938,9.451
462.72,-0.765,10.249
462.74,-0.537,11.231
462.76,-0.295,11.846
462.78,-0.06,11.899
462.8,0.179,11.755
462.82,0.416,11.126
462.84,0.639,10.158
462.86,0.815,9.15
462.88,0.999,8.181
462.9,1.155,7.029
462.92,1.282,5.498
462.94,1.376,3.862
462.96,1.437,2.16
462.98,1.462,0.419
463,1.455,-1.361
463.02,1.409,-3.181
463.04,1.327,-4.987
463.06,1.208,-6.676
463.08,1.057,-8.194
463.1,0.878,-9.503
463.12,0.674,-10.616
463.14,0.451,-11.506
463.16,0.21,-12.148
463.18,-0.039,-12.501
463.2,-0.294,-12.54
463.22,-0.545,-12.278
463.24,-0.789,-11.676
463.26,-1.018,-10.812
463.28,-1.222,-9.857
463.3,-1.409,-9.058
463.32,-1.58,-8.364
463.34,-1.747,-7.658
463.36,-1.888,-6.912
463.38,-2.02,-6.126
463.4,-2.136,-5.393
463.42,-2.234,-4.673
463.44,-2.322,-3.979
463.46,-2.395,-3.246
463.48,-2.452,-2.461
463.5,-2.493,-1.689
463.52,-2.52,-0.942
463.54,-2.531,-0.196
463.56,-2.527,0.563
463.58,-2.509,1.322
463.6,-2.474,2.081
463.62,-2.425,2.841
463.64,-2.361,3.613
463.66,-2.281,4.411
463.68,-2.185,5.236
463.7,-2.072,6.074
463.72,-1.942,6.912
463.74,-1.795,7.736
463.76,-1.632,8.482
463.78,-1.453,9.084
463.8,-1.266,9.386
463.82,-1.071,9.739
463.84,-0.888,10.485
463.86,-0.663,11.401
463.88,-0.416,11.964
463.9,-0.174,11.886
463.92,0.06,11.624
463.94,0.287,11.31
463.96,0.517,10.747
463.98,0.726,9.817
464,0.911,8.574
464.02,1.071,7.16
464.04,1.2,5.603
464.06,1.296,3.927
464.08,1.359,2.186
464.1,1.384,0.406
464.12,1.374,-1.361
464.14,1.329,-3.089
464.16,1.25,-4.752
464.18,1.137,-6.322
464.2,0.996,-7.762
464.22,0.825,-9.032
464.24,0.631,-10.079
464.26,0.418,-10.852
464.28,0.193,-11.362
464.3,-0.039,-11.598
464.32,-0.275,-11.558
464.34,-0.506,-11.126
464.36,-0.727,-10.315
464.38,-0.922,-9.412
464.4,-1.096,-8.535
464.42,-1.266,-7.815
464.44,-1.407,-7.121
464.46,-1.549,-6.401
464.48,-1.668,-5.616
464.5,-1.773,-4.621
464.52,-1.857,-3.574
464.54,-1.915,-2.539
464.56,-1.956,-1.597
464.58,-1.979,-0.641
464.6,-1.984,0.353
464.62,-1.963,1.335
464.64,-1.929,2.278
464.66,-1.874,3.207
464.68,-1.8,4.189
464.7,-1.707,5.184
464.72,-1.593,6.192
464.74,-1.459,7.173
464.76,-1.305,8.037
464.78,-1.134,8.561
464.8,-0.953,8.94
464.82,-0.784,9.543
464.84,-0.583,10.407
464.86,-0.36,11.166
464.88,-0.129,11.493
464.9,0.102,11.506
464.92,0.335,11.166
464.94,0.558,10.315
464.96,0.756,9.255
464.98,0.919,8.26
465,1.084,7.265
465.02,1.221,6.048
465.04,1.326,4.529
465.06,1.403,2.932
465.08,1.445,1.257
465.1,1.453,-0.497
465.12,1.426,-2.291
465.14,1.362,-4.097
465.16,1.261,-5.812
465.18,1.126,-7.37
465.2,0.964,-8.77
465.22,0.774,-10.027
465.24,0.561,-11.061
465.26,0.327,-11.846
465.28,0.085,-12.383
465.3,-0.171,-12.645
465.32,-0.427,-12.619
465.34,-0.679,-12.265
465.36,-0.922,-11.65
465.38,-1.148,-10.786
465.4,-1.356,-9.857
465.42,-1.539,-9.098
465.44,-1.714,-8.404
465.46,-1.882,-7.684
465.48,-2.022,-6.938
465.5,-2.154,-6.322
465.52,-2.275,-5.825
465.54,-2.388,-5.249
465.56,-2.487,-4.608
465.58,-2.571,-3.927
465.6,-2.644,-3.259
465.62,-2.702,-2.605
465.64,-2.747,-1.95
465.66,-2.78,-1.296
465.68,-2.799,-0.641
465.7,-2.805,-0.013
465.72,-2.799,0.602
465.74,-2.782,1.23
465.76,-2.75,1.872
465.78,-2.706,2.513
465.8,-2.65,3.155
465.82,-2.581,3.822
465.84,-2.498,4.503
465.86,-2.4,5.197
465.88,-2.29,5.904
465.9,-2.165,6.637
465.92,-2.025,7.396
465.94,-1.869,8.129
465.96,-1.698,8.744
465.98,-1.516,9.242
466,-1.329,9.412
466.02,-1.129,9.804
466.04,-0.955,10.616
466.06,-0.713,11.48
466.08,-0.471,11.873
466.1,-0.236,11.729
466.12,-0.008,11.624
466.14,0.231,11.349
466.16,0.457,10.681
466.18,0.661,9.608
466.2,0.844,8.338
466.22,0.997,6.912
466.24,1.122,5.354
466.26,1.213,3.718
466.28,1.271,2.029
466.3,1.294,0.314
466.32,1.283,-1.388
466.34,1.238,-3.024
466.36,1.161,-4.568
466.38,1.054,-6.008
466.4,0.919,-7.317
466.42,0.759,-8.443
466.44,0.578,-9.346
466.46,0.382,-10.027
466.48,0.174,-10.472
466.5,-0.041,-10.642
466.52,-0.256,-10.511
466.54,-0.465,-9.975
466.56,-0.663,-9.071
466.58,-0.831,-8.181
466.6,-0.979,-7.409
466.62,-1.131,-6.754
466.64,-1.252,-6.034
466.66,-1.368,-5.223
466.68,-1.466,-4.372
466.7,-1.544,-3.364
466.72,-1.601,-2.33
466.74,-1.637,-1.283
466.76,-1.652,-0.223
466.78,-1.646,0.851
466.8,-1.618,1.911
466.82,-1.569,2.945
466.84,-1.5,3.966
466.86,-1.411,4.987
466.88,-1.301,5.995
466.9,-1.17,6.912
466.92,-1.021,7.71
466.94,-0.861,8.26
466.96,-0.685,8.744
466.98,-0.515,9.333
467,-0.317,9.935
467.02,-0.108,10.367
467.04,0.101,10.407
467.06,0.311,10.171
467.08,0.512,9.634
467.1,0.701,8.587
467.12,0.867,7.383
467.14,0.986,6.296
467.16,1.112,5.328
467.18,1.211,4.202
467.2,1.282,2.723
467.22,1.321,1.165
467.24,1.329,-0.445
467.26,1.304,-2.107
467.28,1.246,-3.783
467.3,1.151,-5.393
467.32,1.027,-6.872
467.34,0.875,-8.194
467.36,0.697,-9.359
467.38,0.498,-10.354
467.4,0.281,-11.14
467.42,0.049,-11.663
467.44,-0.19,-11.899
467.46,-0.43,-11.873
467.48,-0.668,-11.585
467.5,-0.898,-11.048
467.52,-1.112,-10.38
467.54,-1.312,-9.608
467.56,-1.5,-8.783
467.58,-1.663,-7.88
467.6,-1.814,-7.069
467.62,-1.943,-6.388
467.64,-2.069,-5.747
467.66,-2.176,-5.157
467.68,-2.271,-4.555
467.7,-2.359,-3.953
467.72,-2.432,-3.259
467.74,-2.49,-2.513
467.76,-2.532,-1.793
467.78,-2.56,-1.1
467.8,-2.576,-0.419
467.82,-2.578,0.275
467.84,-2.565,0.982
467.86,-2.538,1.702
467.88,-2.498,2.435
467.9,-2.441,3.194
467.92,-2.37,3.979
467.94,-2.282,4.791
467.96,-2.179,5.629
467.98,-2.058,6.48
468,-1.92,7.343
468.02,-1.764,8.207
468.04,-1.591,8.993
468.06,-1.401,9.647
468.08,-1.203,9.857
468.1,-0.994,10.249
468.12,-0.815,11.14
468.14,-0.559,12.134
468.16,-0.302,12.697
468.18,-0.052,12.579
468.2,0.201,12.226
468.22,0.448,11.598
468.24,0.666,10.747
468.26,0.875,9.778
468.28,1.063,8.613
468.3,1.224,7.16
468.32,1.351,5.537
468.34,1.447,3.783
468.36,1.505,1.95
468.38,1.524,0.105
468.4,1.508,-1.715
468.42,1.456,-3.534
468.44,1.367,-5.354
468.46,1.241,-7.069
468.48,1.081,-8.6
468.5,0.894,-9.922
468.52,0.682,-11.035
468.54,0.449,-11.873
468.56,0.201,-12.422
468.58,-0.05,-12.697
468.6,-0.309,-12.684
468.62,-0.564,-12.318
468.64,-0.807,-11.572
468.66,-1.03,-10.616
468.68,-1.232,-9.582
468.7,-1.414,-8.796
468.72,-1.574,-8.234
468.74,-1.744,-7.658
468.76,-1.89,-6.794
468.78,-2.017,-5.773
468.8,-2.116,-4.935
468.82,-2.21,-4.228
468.84,-2.289,-3.534
468.86,-2.351,-2.723
468.88,-2.399,-1.885
468.9,-2.427,-1.06
468.92,-2.439,-0.262
468.94,-2.438,0.537
468.96,-2.419,1.348
468.98,-2.383,2.16
469,-2.333,2.958
469.02,-2.265,3.77
469.04,-2.182,4.621
469.06,-2.081,5.485
469.08,-1.962,6.349
469.1,-1.827,7.199
469.12,-1.674,8.024
469.14,-1.505,8.731
469.16,-1.321,9.242
469.18,-1.133,9.477
469.2,-0.938,9.975
469.22,-0.751,10.852
469.24,-0.506,11.689
469.26,-0.262,12.056
469.28,-0.024,11.794
469.3,0.214,11.414
469.32,0.434,10.891
469.34,0.65,10.158
469.36,0.847,9.137
469.38,1.019,7.802
469.4,1.161,6.309
469.42,1.272,4.686
469.44,1.351,2.971
469.46,1.392,1.191
469.48,1.398,-0.602
469.5,1.368,-2.369
469.52,1.302,-4.084
469.54,1.203,-5.707
469.56,1.073,-7.213
469.58,0.913,-8.587
469.6,0.727,-9.778
469.62,0.518,-10.721
469.64,0.294,-11.388
469.66,0.06,-11.755
469.68,-0.181,-11.846
469.7,-0.418,-11.65
469.72,-0.65,-11.074
469.74,-0.869,-10.184
469.76,-1.059,-9.137
469.78,-1.232,-8.26
469.8,-1.384,-7.645
469.82,-1.535,-7.095
469.84,-1.673,-6.427
469.86,-1.794,-5.524
469.88,-1.896,-4.477
469.9,-1.974,-3.377
469.92,-2.029,-2.382
469.94,-2.066,-1.518
469.96,-2.091,-0.694
469.98,-2.095,0.183
470,-2.083,1.1
470.02,-2.051,2.016
470.04,-2.003,2.958
470.06,-1.934,3.914
470.08,-1.846,4.883
470.1,-1.739,5.838
470.12,-1.612,6.794
470.14,-1.467,7.723
470.16,-1.302,8.535
470.18,-1.122,9.058
470.2,-0.933,9.438
470.22,-0.749,10.027
470.24,-0.542,10.825
470.26,-0.309,11.506
470.28,-0.074,11.781
470.3,0.163,11.689
470.32,0.399,11.179
470.34,0.62,10.249
470.36,0.811,9.189
470.38,0.982,8.181
470.4,1.14,7.108
470.42,1.272,5.773
470.44,1.373,4.202
470.46,1.442,2.526
470.48,1.475,0.772
470.5,1.473,-1.034
470.52,1.434,-2.854
470.54,1.359,-4.647
470.56,1.247,-6.336
470.58,1.103,-7.88
470.6,0.93,-9.255
470.62,0.73,-10.459
470.64,0.509,-11.414
470.66,0.269,-12.121
470.68,0.022,-12.553
470.7,-0.237,-12.71
470.72,-0.492,-12.593
470.74,-0.743,-12.121
470.76,-0.983,-11.375
470.78,-1.2,-10.42
470.8,-1.4,-9.53
470.82,-1.577,-8.744
470.84,-1.75,-8.063
470.86,-1.899,-7.396
470.88,-2.045,-6.728
470.9,-2.169,-6.126
470.92,-2.287,-5.498
470.94,-2.392,-4.869
470.96,-2.482,-4.163
470.98,-2.559,-3.443
471,-2.62,-2.736
471.02,-2.667,-2.042
471.04,-2.702,-1.374
471.06,-2.722,-0.707
471.08,-2.73,-0.039
471.1,-2.724,0.628
471.12,-2.705,1.296
471.14,-2.672,1.95
471.16,-2.626,2.605
471.18,-2.568,3.272
471.2,-2.496,3.979
471.22,-2.41,4.712
471.24,-2.308,5.459
471.26,-2.191,6.205
471.28,-2.059,6.964
471.3,-1.913,7.736
471.32,-1.75,8.443
471.34,-1.572,8.954
471.36,-1.387,9.268
471.38,-1.202,9.608
471.4,-1.008,10.289
471.42,-0.798,11.153
471.44,-0.556,11.729
471.46,-0.316,11.807
471.48,-0.083,11.637
471.5,0.146,11.428
471.52,0.379,10.956
471.54,0.594,10.079
471.56,0.784,8.875
471.58,0.95,7.501
471.6,1.087,5.982
471.62,1.191,4.359
471.64,1.261,2.683
471.66,1.299,0.982
471.68,1.301,-0.733
471.7,1.269,-2.409
471.72,1.203,-4.006
471.74,1.107,-5.511
471.76,0.982,-6.898
471.78,0.829,-8.129
471.8,0.653,-9.124
471.82,0.46,-9.883
471.84,0.256,-10.42
471.86,0.041,-10.695
471.88,-0.178,-10.681
471.9,-0.39,-10.354
471.92,-0.595,-9.569
471.94,-0.784,-8.574
471.96,-0.931,-7.645
471.98,-1.082,-6.964
472,-1.214,-6.388
472.02,-1.337,-5.668
472.04,-1.444,-4.843
472.06,-1.533,-3.862
472.08,-1.599,-2.814
472.1,-1.645,-1.754
472.12,-1.67,-0.707
472.14,-1.673,0.34
472.16,-1.656,1.388
472.18,-1.618,2.448
472.2,-1.558,3.508
472.22,-1.477,4.542
472.24,-1.376,5.537
472.26,-1.255,6.493
472.28,-1.115,7.33
472.3,-0.958,7.933
472.32,-0.793,8.495
472.34,-0.625,9.111
472.36,-0.429,9.726
472.38,-0.229,10.197
472.4,-0.022,10.407
472.42,0.192,10.38
472.44,0.399,10.027
472.46,0.595,9.176
472.48,0.778,8.077
472.5,0.914,7.003
472.52,1.049,6.021
472.54,1.164,4.935
472.56,1.25,3.521
472.58,1.305,2.016
472.6,1.33,0.458
472.62,1.326,-1.178
472.64,1.285,-2.867
472.66,1.21,-4.516
472.68,1.103,-6.074
472.7,0.966,-7.514
472.72,0.8,-8.783
472.74,0.611,-9.857
472.76,0.404,-10.747
472.78,0.179,-11.428
472.8,-0.058,-11.833
472.82,-0.298,-11.951
472.84,-0.539,-11.807
472.86,-0.774,-11.375
472.88,-0.999,-10.734
472.9,-1.203,-10.001
472.92,-1.398,-9.32
472.94,-1.576,-8.508
472.96,-1.745,-7.527
472.98,-1.877,-6.676
473,-2,-6.021
473.02,-2.122,-5.498
473.04,-2.223,-4.896
473.06,-2.314,-4.28
473.08,-2.395,-3.678
473.1,-2.463,-2.985
473.12,-2.515,-2.238
473.14,-2.553,-1.505
473.16,-2.575,-0.812
473.18,-2.584,-0.131
473.2,-2.581,0.563
473.22,-2.562,1.296
473.24,-2.529,2.029
473.26,-2.48,2.762
473.28,-2.419,3.521
473.3,-2.34,4.307
473.32,-2.246,5.118
473.34,-2.136,5.943
473.36,-2.009,6.807
473.38,-1.865,7.684
473.4,-1.701,8.522
473.42,-1.522,9.215
473.44,-1.329,9.739
473.46,-1.131,10.014
473.48,-0.924,10.537
473.5,-0.726,11.414
473.52,-0.47,12.213
473.54,-0.215,12.553
473.56,0.031,12.318
473.58,0.28,11.912
473.6,0.514,11.297
473.62,0.732,10.433
473.64,0.935,9.346
473.66,1.111,8.011
473.68,1.257,6.48
473.7,1.371,4.817
473.72,1.451,3.05
473.74,1.494,1.23
473.76,1.5,-0.589
473.78,1.47,-2.409
473.8,1.404,-4.254
473.82,1.301,-6.034
473.84,1.159,-7.645
473.86,0.991,-9.058
473.88,0.796,-10.263
473.9,0.576,-11.244
473.92,0.342,-11.951
473.94,0.096,-12.383
473.96,-0.157,-12.54
473.98,-0.41,-12.37
474,-0.657,-11.794
474.02,-0.889,-10.943
474.04,-1.093,-9.857
474.06,-1.286,-8.94
474.08,-1.442,-8.338
474.1,-1.613,-7.841
474.12,-1.767,-7.199
474.14,-1.902,-6.152
474.16,-2.017,-5.092
474.18,-2.102,-4.189
474.2,-2.179,-3.456
474.22,-2.243,-2.736
474.24,-2.29,-1.872
474.26,-2.318,-0.982
474.28,-2.328,-0.118
474.3,-2.323,0.72
474.32,-2.3,1.558
474.34,-2.26,2.422
474.36,-2.204,3.286
474.38,-2.128,4.163
474.4,-2.037,5.04
474.42,-1.927,5.93
474.44,-1.8,6.833
474.46,-1.654,7.71
474.48,-1.491,8.522
474.5,-1.312,9.045
474.52,-1.12,9.294
474.54,-0.939,9.778
474.56,-0.748,10.668
474.58,-0.511,11.532
474.6,-0.269,11.873
474.62,-0.035,11.768
474.64,0.201,11.428
474.66,0.432,10.865
474.68,0.636,10.079
474.7,0.834,9.124
474.72,1.008,7.946
474.74,1.155,6.48
474.76,1.269,4.883
474.78,1.351,3.194
474.8,1.398,1.427
474.82,1.409,-0.367
474.84,1.382,-2.134
474.86,1.323,-3.862
474.88,1.228,-5.511
474.9,1.1,-7.069
474.92,0.944,-8.482
474.94,0.759,-9.713
474.96,0.551,-10.721
474.98,0.327,-11.441
475,0.09,-11.873
475.02,-0.152,-12.017
475.04,-0.394,-11.886
475.06,-0.631,-11.375
475.08,-0.858,-10.511
475.1,-1.054,-9.503
475.12,-1.233,-8.6
475.14,-1.396,-7.933
475.16,-1.547,-7.357
475.18,-1.692,-6.715
475.2,-1.821,-5.864
475.22,-1.929,-4.804
475.24,-2.014,-3.744
475.26,-2.075,-2.827
475.28,-2.124,-2.042
475.3,-2.158,-1.257
475.32,-2.176,-0.38
475.34,-2.174,0.537
475.36,-2.154,1.453
475.38,-2.116,2.356
475.4,-2.059,3.272
475.42,-1.985,4.215
475.44,-1.891,5.171
475.46,-1.778,6.126
475.48,-1.646,7.055
475.5,-1.495,7.972
475.52,-1.327,8.744
475.54,-1.14,9.111
475.56,-0.952,9.438
475.58,-0.778,10.158
475.6,-0.558,11.113
475.62,-0.316,11.781
475.64,-0.08,11.899
475.66,0.159,11.768
475.68,0.396,11.218
475.7,0.62,10.289
475.72,0.804,9.281
475.74,0.985,8.286
475.76,1.145,7.147
475.78,1.274,5.681
475.8,1.373,4.071
475.82,1.439,2.382
475.84,1.469,0.615
475.86,1.464,-1.191
475.88,1.422,-3.024
475.9,1.343,-4.817
475.92,1.227,-6.493
475.94,1.081,-8.024
475.96,0.905,-9.386
475.98,0.702,-10.564
476,0.479,-11.467
476.02,0.239,-12.108
476.04,-0.008,-12.488
476.06,-0.264,-12.593
476.08,-0.517,-12.396
476.1,-0.763,-11.807
476.12,-0.996,-10.956
476.14,-1.202,-9.975
476.16,-1.393,-9.15
476.18,-1.563,-8.482
476.2,-1.733,-7.841
476.22,-1.88,-7.134
476.24,-2.017,-6.309
476.26,-2.135,-5.537
476.28,-2.235,-4.817
476.3,-2.326,-4.136
476.32,-2.403,-3.416
476.34,-2.463,-2.631
476.36,-2.509,-1.859
476.38,-2.537,-1.113
476.4,-2.553,-0.367
476.42,-2.553,0.38
476.44,-2.537,1.126
476.46,-2.507,1.859
476.48,-2.463,2.605
476.5,-2.403,3.377
476.52,-2.328,4.163
476.54,-2.237,4.961
476.56,-2.13,5.773
476.58,-2.006,6.597
476.6,-1.866,7.435
476.62,-1.709,8.221
476.64,-1.535,8.862
476.66,-1.351,9.359
476.68,-1.161,9.608
476.7,-0.96,10.092
476.72,-0.773,10.904
476.74,-0.528,11.663
476.76,-0.284,11.99
476.78,-0.049,11.781
476.8,0.187,11.48
476.82,0.415,10.969
476.84,0.63,10.145
476.86,0.825,9.032
476.88,0.994,7.684
476.9,1.134,6.178
476.92,1.243,4.555
476.94,1.318,2.841
476.96,1.357,1.06
476.98,1.36,-0.72
477,1.327,-2.448
477.02,1.261,-4.11
477.04,1.162,-5.694
477.06,1.032,-7.16
477.08,0.873,-8.456
477.1,0.691,-9.556
477.12,0.489,-10.42
477.14,0.27,-11.035
477.16,0.044,-11.375
477.18,-0.188,-11.428
477.2,-0.418,-11.14
477.22,-0.639,-10.433
477.24,-0.842,-9.516
477.26,-1.016,-8.587
477.28,-1.183,-7.789
477.3,-1.329,-7.134
477.32,-1.464,-6.466
477.34,-1.591,-5.72
477.36,-1.696,-4.765
477.38,-1.783,-3.691
477.4,-1.844,-2.657
477.42,-1.887,-1.689
477.44,-1.912,-0.746
477.46,-1.918,0.249
477.48,-1.902,1.27
477.5,-1.866,2.278
477.52,-1.811,3.286
477.54,-1.736,4.307
477.56,-1.638,5.328
477.58,-1.522,6.322
477.6,-1.385,7.291
477.62,-1.23,8.155
477.64,-1.056,8.639
477.66,-0.873,9.058
477.68,-0.705,9.739
477.7,-0.493,10.551
477.72,-0.267,11.14
477.74,-0.046,11.27
477.76,0.184,11.179
477.78,0.408,10.812
477.8,0.62,9.883
477.82,0.815,8.744
477.84,0.963,7.645
477.86,1.115,6.597
477.88,1.238,5.393
477.9,1.332,3.848
477.92,1.393,2.225
477.94,1.422,0.537
477.96,1.415,-1.178
477.98,1.374,-2.958
478,1.299,-4.725
478.02,1.183,-6.388
478.04,1.04,-7.88
478.06,0.867,-9.189
478.08,0.669,-10.315
478.1,0.451,-11.231
478.12,0.218,-11.925
478.14,-0.03,-12.357
478.16,-0.281,-12.475
478.18,-0.533,-12.278
478.2,-0.776,-11.807
478.22,-1.008,-11.061
478.24,-1.222,-10.158
478.26,-1.414,-9.307
478.28,-1.59,-8.522
478.3,-1.758,-7.815
478.32,-1.901,-7.108
478.34,-2.04,-6.375
478.36,-2.16,-5.72
478.38,-2.264,-5.092
478.4,-2.364,-4.503
478.42,-2.447,-3.835
478.44,-2.516,-3.089
478.46,-2.571,-2.369
478.48,-2.611,-1.649
478.5,-2.637,-0.942
478.52,-2.648,-0.249
478.54,-2.647,0.445
478.56,-2.631,1.126
478.58,-2.601,1.82
478.6,-2.559,2.526
478.62,-2.501,3.259
478.64,-2.428,4.006
478.66,-2.34,4.765
478.68,-2.238,5.55
478.7,-2.119,6.349
478.72,-1.984,7.16
478.74,-1.833,7.959
478.76,-1.665,8.652
478.78,-1.483,9.176
478.8,-1.296,9.451
478.82,-1.101,9.844
478.84,-0.913,10.616
478.86,-0.685,11.506
478.88,-0.438,12.004
478.9,-0.195,11.938
478.92,0.038,11.716
478.94,0.272,11.414
478.96,0.501,10.825
478.98,0.712,9.844
479,0.897,8.587
479.02,1.057,7.16
479.04,1.186,5.589
479.06,1.282,3.901
479.08,1.343,2.147
479.1,1.368,0.367
479.12,1.357,-1.401
479.14,1.312,-3.129
479.16,1.232,-4.778
479.18,1.118,-6.309
479.2,0.977,-7.684
479.22,0.809,-8.888
479.24,0.619,-9.883
479.26,0.41,-10.655
479.28,0.19,-11.179
479.3,-0.041,-11.401
479.32,-0.272,-11.297
479.34,-0.496,-10.773
479.36,-0.71,-9.922
479.38,-0.895,-8.94
479.4,-1.063,-8.103
479.42,-1.216,-7.501
479.44,-1.362,-6.912
479.46,-1.497,-6.178
479.48,-1.612,-5.249
479.5,-1.707,-4.228
479.52,-1.781,-3.181
479.54,-1.835,-2.134
479.56,-1.866,-1.126
479.58,-1.879,-0.131
479.6,-1.872,0.877
479.62,-1.844,1.898
479.64,-1.795,2.919
479.66,-1.728,3.94
479.68,-1.638,4.974
479.7,-1.528,5.982
479.72,-1.398,6.951
479.74,-1.25,7.828
479.76,-1.082,8.495
479.78,-0.905,8.954
479.8,-0.724,9.516
479.82,-0.534,10.223
479.84,-0.311,10.839
479.86,-0.091,11.113
479.88,0.134,11.048
479.9,0.355,10.708
479.92,0.569,9.857
479.94,0.759,8.81
479.96,0.913,7.802
479.98,1.068,6.807
480,1.195,5.603
480.02,1.293,4.071
480.04,1.36,2.448
480.06,1.392,0.746
480.08,1.39,-0.982
480.1,1.352,-2.683
480.12,1.282,-4.346
480.14,1.178,-5.956
480.16,1.043,-7.501
480.18,0.877,-8.901
480.2,0.683,-10.092
480.22,0.47,-11.035
480.24,0.239,-11.729
480.26,-0.003,-12.148
480.28,-0.251,-12.278
480.3,-0.498,-12.134
480.32,-0.74,-11.689
480.34,-0.971,-10.996
480.36,-1.181,-10.119
480.38,-1.376,-9.242
480.4,-1.549,-8.443
480.42,-1.712,-7.723
480.44,-1.858,-7.042
480.46,-1.993,-6.283
480.48,-2.113,-5.55
480.5,-2.212,-4.883
480.52,-2.306,-4.28
480.54,-2.386,-3.626
480.56,-2.452,-2.867
480.58,-2.501,-2.107
480.6,-2.535,-1.361
480.62,-2.556,-0.628
480.64,-2.56,0.105
480.66,-2.551,0.838
480.68,-2.527,1.558
480.7,-2.488,2.291
480.72,-2.436,3.05
480.74,-2.367,3.835
480.76,-2.282,4.647
480.78,-2.182,5.459
480.8,-2.064,6.296
480.82,-1.931,7.147
480.84,-1.778,7.985
480.86,-1.61,8.744
480.88,-1.426,9.399
